,time,mark,ask,bid,vol
0,44308.89841243848,50241.440223,50258.510447,50224.37,0.0
1,44308.89911083006,50237.335059,50260.113054,50214.557064,0.0
2,44308.89980941947,50214.581459,50230.032918,50199.13,0.0
3,44308.900519597075,50214.67,50232.25,50197.09,0.0
4,44308.90121818122,50195.279723,50209.89,50180.669446,0.0
5,44308.901916707975,50196.631636,50214.705818,50178.557455,0.0
6,44308.90261532275,50190.515,50208.09,50172.94,0.0
7,44308.903313806564,50216.770885,50243.930432,50189.611338,0.0
8,44308.9040124231,50208.667122,50230.184245,50187.15,0.0
9,44308.90471117405,50244.355,50261.95,50226.76,0.0
10,44308.905409881525,50234.408224,50251.29,50217.526448,0.0
11,44308.906108782736,50236.88,50255.84,50217.92,0.0
12,44308.906807575084,50220.657433,50242.664866,50198.65,0.0
13,44308.90750606839,50167.015,50184.58,50149.45,0.0
14,44308.908204680396,50248.58384,50268.447681,50228.72,0.0
15,44308.9089031535,50222.453359,50240.97,50203.936718,0.0
16,44308.909601811516,50171.179587,50190.65,50151.709174,0.0
17,44308.91030053516,50179.785,50197.35,50162.22,0.0
18,44308.91099935228,50223.915,50240.56,50207.27,0.0
19,44308.91169857348,50195.12,50212.69,50177.55,0.0
20,44308.912397379165,50209.092412,50226.654825,50191.53,0.0
21,44308.913096281496,50310.39,50328.77,50292.01,0.0
22,44308.91379532712,50345.535,50363.16,50327.91,0.0
23,44308.91449411729,50301.374615,50317.45,50285.299231,0.0
24,44308.91519291966,50298.611361,50316.98,50280.242723,0.0
25,44308.91589158855,50237.924387,50258.808774,50217.04,0.0
26,44308.916590337845,50204.977462,50227.344925,50182.61,0.0
27,44308.917288682394,50325.17,50342.79,50307.55,0.0
28,44308.91798746853,50278.865,50301.09,50256.64,0.0
29,44308.918686133526,50319.7,50337.32,50302.08,0.0
30,44308.91938496783,50297.61,50315.22,50280.0,0.0
31,44308.920083616744,50287.577097,50309.65,50265.504194,0.0
32,44308.92078185247,50279.645206,50294.220412,50265.07,0.0
33,44308.92148054517,50236.005,50253.59,50218.42,0.0
34,44308.92217918556,50226.125,50243.71,50208.54,0.0
35,44308.922877708974,50225.428455,50242.576911,50208.28,0.0
36,44308.923576477006,50226.295296,50246.97,50205.620593,0.0
37,44308.924278082675,50228.461655,50248.073311,50208.85,0.0
38,44308.92497656157,50222.05118,50238.03,50206.07236,0.0
39,44308.925675111,50219.896541,50238.673083,50201.12,0.0
40,44308.92637407389,50232.482926,50247.815852,50217.15,0.0
41,44308.92707249942,50248.8,50267.13,50230.47,0.0
42,44308.92777115036,50264.927171,50289.285912,50240.56843,0.0
43,44308.9284704953,50265.2,50282.8,50247.6,0.0
44,44308.92916902202,50272.58,50291.59,50253.57,0.0
45,44308.9298674098,50260.93,50280.84,50241.02,0.0
