,time,mark,ask,bid,vol
0,44309.292891551304,49454.714724,49471.929449,49437.5,0.0
1,44309.29359372772,49400.236761,49419.373522,49381.1,0.0
2,44309.29429501322,49467.957099,49489.69,49446.224198,0.0
3,44309.294996314326,49470.96,49488.28,49453.64,0.0
4,44309.29569770369,49436.286074,49453.31,49419.262149,0.0
5,44309.296399125575,49449.02,49466.33,49431.71,0.0
6,44309.29710041881,49473.075,49490.4,49455.75,0.0
7,44309.29780177937,49520.129356,49542.98,49497.278712,0.0
8,44309.29850299034,49485.026897,49500.603794,49469.45,0.0
9,44309.29920778635,49484.7,49502.02,49467.38,0.0
10,44309.29990902235,49504.548725,49524.037451,49485.06,0.0
11,44309.3006103936,49508.48,49525.81,49491.15,0.0
12,44309.301312267264,49493.835668,49513.46,49474.211336,0.0
13,44309.30201352193,49504.315363,49526.470727,49482.16,0.0
14,44309.30271489354,49484.43,49501.75,49467.11,0.0
15,44309.303416417744,49423.22,49440.52,49405.92,0.0
16,44309.30411771422,49465.57,49482.89,49448.25,0.0
17,44309.30481912508,49621.175,49638.55,49603.8,0.0
18,44309.30552059788,49589.01,49606.37,49571.65,0.0
19,44309.30622294479,49575.705,49593.06,49558.35,0.0
20,44309.30692419043,49520.035,49537.37,49502.7,0.0
21,44309.30762542706,49531.221731,49553.959279,49508.484184,0.0
22,44309.308327116414,49585.161655,49604.41,49565.91331,0.0
23,44309.309028411895,49534.325,49551.67,49516.98,0.0
24,44309.30972976004,49557.418976,49569.927953,49544.91,0.0
25,44309.31043137011,49546.01,49563.36,49528.66,0.0
26,44309.31113303315,49553.944387,49575.991837,49531.896937,0.0
27,44309.311834182474,49597.982565,49614.81,49581.15513,0.0
28,44309.31253570956,49567.635222,49586.300445,49548.97,0.0
29,44309.31323750701,49615.54,49632.91,49598.17,0.0
30,44309.31393899132,49604.45,49622.52,49586.38,0.0
31,44309.314640685334,49608.6,49625.97,49591.23,0.0
32,44309.31534200845,49519.295,49539.1,49499.49,0.0
33,44309.31604362646,49551.6,49568.95,49534.25,0.0
34,44309.316745845594,49500.803176,49517.23,49484.376352,0.0
35,44309.31744730104,49462.065,49479.38,49444.75,0.0
36,44309.318148605904,49472.301445,49487.15,49457.452891,0.0
37,44309.31884989125,49476.446162,49496.39,49456.502325,0.0
38,44309.319551289496,49463.095,49480.41,49445.78,0.0
39,44309.32025281859,49420.195,49437.5,49402.89,0.0
40,44309.32095427261,49411.7,49429.0,49394.4,0.0
41,44309.321655534666,49431.255,49448.56,49413.95,0.0
42,44309.32235660966,49459.183137,49475.81,49442.556274,0.0
43,44309.323057882364,49475.65,49493.0,49458.3,0.0
44,44309.32375925297,49546.083137,49569.61,49522.556274,0.0
45,44309.32446351903,49524.008337,49544.08,49503.936674,0.0
46,44309.32516463122,49488.115,49505.44,49470.79,0.0
47,44309.32586590105,49560.678961,49585.327923,49536.03,0.0
48,44309.326572253594,49588.302897,49604.845795,49571.76,0.0
49,44309.327273863186,49618.29,49635.66,49600.92,0.0
50,44309.327975197746,49598.817252,49614.444505,49583.19,0.0
51,44309.32867688483,49646.526536,49667.293072,49625.76,0.0
52,44309.32937826568,49651.53,49668.91,49634.15,0.0
53,44309.33007980823,49686.271502,49702.98,49669.563004,0.0
54,44309.3307860853,49748.958346,49765.53,49732.386692,0.0
55,44309.331487948504,49739.345,49756.76,49721.93,0.0
56,44309.33218952231,49678.491794,49698.403588,49658.58,0.0
57,44309.33289086594,49652.555,49670.01,49635.1,0.0
58,44309.33359222778,49660.285,49680.75,49639.82,0.0
59,44309.334293485525,49640.46,49657.84,49623.08,0.0
60,44309.3349950613,49564.884474,49589.296044,49540.472904,0.0
61,44309.33569641936,49548.130442,49563.36,49532.900884,0.0
62,44309.336398507585,49552.690768,49568.71,49536.671536,0.0
63,44309.337101410514,49629.810173,49644.080347,49615.54,0.0
64,44309.3378029942,49628.280173,49644.080347,49612.48,0.0
65,44309.33850437185,49696.443461,49713.306923,49679.58,0.0
66,44309.339206289376,49691.98,49709.38,49674.58,0.0
67,44309.339908270485,49680.518948,49696.07,49664.967896,0.0
68,44309.34060992569,49730.490578,49751.661157,49709.32,0.0
69,44309.34131143412,49763.53,49780.95,49746.11,0.0
70,44309.34201277093,49854.315,49871.77,49836.86,0.0
71,44309.34271421153,49863.475,49880.93,49846.02,0.0
72,44309.343427272426,49940.725,49958.21,49923.24,0.0
73,44309.34412877737,49892.294445,49906.38889,49878.2,0.0
74,44309.34483010742,49836.75,49854.2,49819.3,0.0
75,44309.345531651656,49795.305,49812.74,49777.87,0.0
76,44309.34624486111,49805.955,49823.39,49788.52,0.0
77,44309.34694650566,49763.317175,49779.94,49746.69435,0.0
78,44309.3476479876,49768.247083,49784.52,49751.974166,0.0
79,44309.348350285356,49741.755,49759.17,49724.34,0.0
80,44309.34905184851,49779.364509,49800.419018,49758.31,0.0
81,44309.34975312459,49741.276296,49756.372592,49726.18,0.0
82,44309.35045458985,49744.608269,49764.366538,49724.85,0.0
83,44309.35115606044,49705.257829,49720.23,49690.285659,0.0
84,44309.351857411646,49723.343071,49740.48,49706.206142,0.0
85,44309.35255886183,49778.108538,49799.187076,49757.03,0.0
86,44309.353260497126,49760.845,49778.27,49743.42,0.0
87,44309.3539618394,49768.694988,49787.82,49749.569976,0.0
88,44309.35466382987,49724.812499,49746.88,49702.744998,0.0
89,44309.355365251955,49736.317419,49757.124838,49715.51,0.0
90,44309.356066795524,49725.315947,49747.011895,49703.62,0.0
91,44309.35676831347,49699.743552,49716.19,49683.297104,0.0
92,44309.35747029559,49652.46,49669.84,49635.08,0.0
93,44309.35817220481,49736.775,49754.19,49719.36,0.0
94,44309.35887365018,49698.664975,49717.199951,49680.13,0.0
95,44309.35957671723,49685.895782,49701.18,49670.611564,0.0
96,44309.3602780365,49711.232147,49728.094295,49694.37,0.0
97,44309.360979432015,49710.615,49728.02,49693.21,0.0
98,44309.36168086084,49768.978856,49786.15,49751.807712,0.0
99,44309.362382545216,49768.690252,49788.64,49748.740504,0.0
100,44309.363083881624,49763.684343,49780.71,49746.658686,0.0
101,44309.36378599031,49858.571928,49872.343856,49844.8,0.0
102,44309.36448716227,49872.802544,49895.313608,49850.291481,0.0
103,44309.365188528995,49878.325709,49893.851418,49862.8,0.0
104,44309.36589028981,49868.75,49886.21,49851.29,0.0
105,44309.366591658916,49853.376821,49869.753642,49837.0,0.0
106,44309.36729375188,49923.122254,49948.73,49897.514509,0.0
107,44309.3679951308,49896.175,49913.64,49878.71,0.0
108,44309.36869668647,49873.293096,49895.416193,49851.17,0.0
109,44309.369398078765,49922.73,49940.21,49905.25,0.0
110,44309.3701122175,49929.345755,49946.91,49911.78151,0.0
111,44309.37081384115,49963.510274,49981.450548,49945.57,0.0
112,44309.3715153636,49948.682286,49964.59,49932.774573,0.0
