,time,mark,ask,bid,vol
0,44340.43148784322,39957.385,40020.46,39894.31,0.0
1,44340.43154721716,39958.045,40017.99,39898.1,0.0
2,44340.43160713275,39973.73,40033.7,39913.76,0.0
3,44340.43166601158,39976.27,40036.24,39916.3,0.0
4,44340.431725434166,39982.15,40042.13,39922.17,0.0
5,44340.43178442252,39975.898824,40039.23,39912.567649,0.0
6,44340.43184354881,39928.524248,40000.038496,39857.01,0.0
7,44340.43190442788,39916.917265,39986.954531,39846.88,0.0
8,44340.431963345814,39906.907845,39973.63,39840.18569,0.0
9,44340.43202256007,39919.786155,39989.88,39849.69231,0.0
10,44340.43208148673,39920.450086,39991.17,39849.730173,0.0
11,44340.4321415356,39927.093074,40001.058638,39853.127511,0.0
12,44340.43220059111,39952.429326,40022.718652,39882.14,0.0
13,44340.43225957764,39918.630739,39988.461478,39848.8,0.0
14,44340.43231860031,39871.680541,39946.233572,39797.127511,0.0
15,44340.43237843064,39892.051787,39959.653575,39824.45,0.0
16,44340.432437788964,39896.003891,39964.607782,39827.4,0.0
17,44340.43249756538,39892.435739,39960.461478,39824.41,0.0
18,44340.432556665015,39883.976139,39953.922278,39814.03,0.0
19,44340.432615658596,39886.595,39957.4,39815.79,0.0
20,44340.43267477563,39891.339028,39962.722584,39819.955472,0.0
21,44340.43273406016,39870.664636,39943.069272,39798.26,0.0
22,44340.43279355388,39874.045842,39944.211685,39803.88,0.0
23,44340.43285259035,39865.405739,39932.461478,39798.35,0.0
24,44340.43291160932,39859.889988,39929.869976,39789.91,0.0
25,44340.432970613234,39863.01,39928.38,39797.64,0.0
26,44340.433030439744,39859.665,39923.4,39795.93,0.0
27,44340.433089385384,39849.28,39915.85,39782.71,0.0
28,44340.43314838113,39832.848755,39896.57,39769.127511,0.0
29,44340.43320741095,39841.75,39901.71,39781.79,0.0
30,44340.43326691441,39837.843571,39902.207142,39773.48,0.0
31,44340.43332596965,39833.074515,39901.259031,39764.89,0.0
32,44340.43338510805,39806.841733,39875.283466,39738.4,0.0
33,44340.43344408215,39803.126337,39872.002674,39734.25,0.0
34,44340.43350305517,39826.103191,39891.036382,39761.17,0.0
35,44340.43356211501,39862.2,39927.4,39797.0,0.0
