,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol,action,pp1,pp2,pp3,pp4,bin,rand,action, shares , value ,,bin,buy,hold,sell,,
11,4/20/2021 21:15,56966.745,56758.275,57188.555,55868.815,0,reg,FALSE,BTCUSD,sell,1.320694733,0.560401348,0.367090125,0.624973653,81,0.816672568,sell, -   , $99.86 ,,12,,,,,
12,4/20/2021 21:20,56758.275,56505.78,57031.52,55709.26,0,reg,FALSE,BTCUSD,hold,-1.057808045,-1.370017599,-1.111921312,-0.851910587,1,0.061681745,buy, 0.00176 , $-   ,,13,76%,24%,0%,,
13,4/20/2021 21:25,56505.78,56803.78,56957.62,55734.085,0,reg,FALSE,BTCUSD,buy,-1.286922507,-0.13196993,0.713115458,1.05122118,18,0.777064987,hold, 0.00176 , $-   ,,14,76%,24%,0%,,
14,4/20/2021 21:30,56525.6527,56629.02814,56701.7203,56231.72661,0,reg,FALSE,BTCUSD,hold,0.101252024,0.799588529,0.536577672,-0.101685765,53,0.129702566,buy, 0.00176 , $-   ,,15,65%,35%,0%,,
15,4/20/2021 21:35,56629.02814,56648.98483,56816.59736,56326.42352,0,reg,FALSE,BTCUSD,hold,0.525739704,0.244504904,-0.319728168,-0.493232164,73,0.940840843,sell, -   , $99.64 ,,16,,,,,
16,4/20/2021 21:40,56666.125,56730.625,56873.62,56436.71524,0,reg,FALSE,BTCUSD,hold,0.188541122,-0.194226383,-0.252709221,0.038602914,38,0.049411069,hold, -   , $99.64 ,,17,64%,36%,0%,,
17,4/20/2021 21:45,56741.475,56838.895,56982.82,56475.185,0,reg,FALSE,BTCUSD,hold,0.382450404,0.111691746,0.176208842,0.247056805,69,0.295814819,hold, -   , $99.64 ,,18,59%,41%,0%,,
18,4/20/2021 21:50,56964.315,56869.41,57033.75125,56593.08914,0,reg,FALSE,BTCUSD,sell,1.126633754,0.42864961,0.18256773,0.003662719,77,0.742971385,sell, -   , $99.64 ,,19,100%,0%,0%,,
19,4/20/2021 21:55,56869.41,56979.14,57230.34,56679.79,0,reg,FALSE,BTCUSD,buy,-0.480621128,-0.925778811,-0.78015077,-0.554525855,1,0.308706452,buy, 0.00175 , $-   ,,20,,,,,
20,4/20/2021 22:00,56932.695,57157.855,57256.48,56848.105,0,reg,FALSE,BTCUSD,hold,0.3201338,0.461234839,0.798919863,0.909544685,81,0.412153912,hold, 0.00175 , $-   ,,21,,,,,
21,4/20/2021 22:05,57034.655,56999.255,57190.92,56732.795,0,reg,FALSE,BTCUSD,sell,0.514853293,0.112158428,-0.201068013,-0.575993016,64,0.2974666,hold, 0.00175 , $-   ,,22,14%,86%,0%,,
22,4/20/2021 22:10,57009.65,56904.68,57072.745,56691.87292,0,reg,FALSE,BTCUSD,hold,-0.126319667,-0.369315626,-0.277329055,-0.04392636,29,0.624808346,hold, 0.00175 , $-   ,,23,67%,33%,0%,,
23,4/20/2021 22:15,56904.68,56822.395,57037.075,56569.06584,0,reg,FALSE,BTCUSD,hold,-0.531263157,-0.23324745,0.078375269,0.20488569,6,0.784783148,hold, 0.00175 , $-   ,,24,,,,,
24,4/20/2021 22:20,56822.395,56710.445,56975.145,56406.6417,0,reg,FALSE,BTCUSD,hold,-0.417055283,0.065783736,0.172241963,0.054067216,14,0.180336679,buy, 0.00175 , $-   ,,25,0%,100%,0%,,
25,4/20/2021 22:25,56710.445,56696.03,56816.24,56403.23791,0,reg,FALSE,BTCUSD,hold,-0.568530188,-0.087249545,-0.08814717,-0.14998414,14,0.099469038,buy, 0.00175 , $-   ,,26,70%,30%,0%,,
