,time,mark,ask,bid,vol
0,44336.10236210062,37896.154838,37956.6,37835.709677,0.0
1,44336.10242066031,37941.435,38004.47,37878.4,0.0
2,44336.102479217254,37937.718504,37999.107008,37876.33,0.0
3,44336.10253775658,37910.37,37971.07,37849.67,0.0
4,44336.10259632771,37910.2,37972.06,37848.34,0.0
5,44336.1026549398,37909.116608,37972.76,37845.473216,0.0
6,44336.10271351124,37908.98384,37970.75768,37847.21,0.0
7,44336.1027721073,37904.37,37963.6,37845.14,0.0
8,44336.10283069258,37878.862806,37940.285612,37817.44,0.0
9,44336.10288922754,37858.538698,37920.99,37796.087396,0.0
10,44336.102947829735,37863.302007,37929.424015,37797.18,0.0
11,44336.10300640771,37867.575,37928.12,37807.03,0.0
12,44336.10306500081,37907.615,37974.55,37840.68,0.0
13,44336.10312357795,37926.35,37975.78,37876.92,0.0
14,44336.10318212194,37926.614838,37989.52,37863.709677,0.0
15,44336.10324067564,37945.376238,38007.412477,37883.34,0.0
16,44336.103299297254,37955.925418,38015.7,37896.150837,0.0
17,44336.103357872315,37957.424146,38019.088293,37895.76,0.0
18,44336.10341645679,37955.12,38016.25,37893.99,0.0
19,44336.10347503347,37960.487949,38023.33,37897.645898,0.0
20,44336.103533588925,37982.548585,38031.03,37934.067171,0.0
21,44336.10359215009,38020.495872,38084.291745,37956.7,0.0
22,44336.103650719255,38006.85791,38069.19582,37944.52,0.0
23,44336.10370934329,38025.707067,38089.914135,37961.5,0.0
24,44336.10376796207,38039.889801,38103.7,37976.079602,0.0
25,44336.1038265196,38041.595,38100.25,37982.94,0.0
26,44336.10388507848,38017.035,38075.54,37958.53,0.0
27,44336.103943661496,38031.056775,38091.83355,37970.28,0.0
28,44336.104002234875,38011.58,38071.31,37951.85,0.0
29,44336.104060793616,37983.520621,38045.43,37921.611243,0.0
30,44336.10411935431,37986.2,38044.29,37928.11,0.0
31,44336.10417798504,37962.023751,38029.33,37894.717503,0.0
32,44336.104236574756,37953.729838,38015.75,37891.709677,0.0
33,44336.10429513591,37945.924925,38010.355539,37881.494312,0.0
34,44336.10435372763,37926.456654,37991.988026,37860.925282,0.0
35,44336.10441233396,37898.60078,37967.274287,37829.927273,0.0
36,44336.10447091775,37879.695877,37944.831754,37814.56,0.0
37,44336.10452951937,37845.44,37904.11,37786.77,0.0
38,44336.10458816516,37842.66661,37910.804524,37774.528696,0.0
39,44336.10464680663,37821.780979,37886.251958,37757.31,0.0
40,44336.10470535728,37798.785,37851.97,37745.6,0.0
41,44336.104763899464,37810.965,37869.24,37752.69,0.0
42,44336.10482257128,37791.527544,37846.37,37736.685088,0.0
43,44336.10488113764,37795.85,37853.63,37738.07,0.0
44,44336.104939705336,37809.85,37865.63,37754.07,0.0
45,44336.10499829109,37821.885,37869.08,37774.69,0.0
46,44336.10505688592,37830.465877,37888.831754,37772.1,0.0
47,44336.105115471444,37827.5,37887.72,37767.28,0.0
48,44336.10517404462,37754.755,37812.0,37697.51,0.0
49,44336.10523260245,37724.682173,37785.674346,37663.69,0.0
50,44336.10529118064,37696.89741,37762.66,37631.13482,0.0
51,44336.10534972957,37699.464838,37759.22,37639.709677,0.0
52,44336.10540830835,37706.195,37762.84,37649.55,0.0
53,44336.105466868794,37705.715,37761.2,37650.23,0.0
54,44336.105525436324,37706.001574,37767.313148,37644.69,0.0
55,44336.10558407748,37718.34,37773.34,37663.34,0.0
56,44336.10564266383,37738.745,37798.77,37678.72,0.0
57,44336.10570121656,37730.46,37786.88,37674.04,0.0
58,44336.10575976688,37719.128294,37784.896588,37653.36,0.0
59,44336.10581827754,37693.398131,37761.568861,37625.227402,0.0
60,44336.105876966,37670.077337,37734.164674,37605.99,0.0
61,44336.1059355416,37654.975,37718.87,37591.08,0.0
62,44336.10599411986,37653.07,37713.15,37592.99,0.0
63,44336.10605265534,37661.778687,37722.09,37601.467374,0.0
64,44336.10611121211,37687.525,37740.22,37634.83,0.0
65,44336.10616977316,37692.858268,37750.96,37634.756536,0.0
66,44336.10622830485,37708.407165,37770.32,37646.494331,0.0
67,44336.1062868762,37704.080308,37772.782049,37635.378568,0.0
68,44336.10634544018,37710.64696,37774.386205,37646.907716,0.0
69,44336.106404005055,37708.487999,37771.818893,37645.157105,0.0
70,44336.106462630414,37711.069273,37776.323006,37645.81554,0.0
71,44336.10652121936,37711.639023,37770.368046,37652.91,0.0
72,44336.106579808315,37708.2,37767.34,37649.06,0.0
73,44336.10663839676,37686.740877,37748.831754,37624.65,0.0
74,44336.1066969558,37683.52,37747.42,37619.62,0.0
75,44336.10675551157,37675.835,37731.98,37619.69,0.0
76,44336.106814101164,37669.945,37736.94,37602.95,0.0
77,44336.106872638804,37698.167174,37762.33,37634.004348,0.0
78,44336.106931182796,37679.706721,37743.09,37616.323443,0.0
79,44336.106989780725,37696.27,37759.37,37633.17,0.0
80,44336.10704832184,37712.420229,37777.398175,37647.442284,0.0
81,44336.10710688486,37738.25,37802.21,37674.29,0.0
82,44336.107165470145,37728.739744,37793.208612,37664.270877,0.0
83,44336.10722403201,37716.702604,37781.915209,37651.49,0.0
84,44336.10728262948,37737.10397,37801.72794,37672.48,0.0
85,44336.107341177885,37741.86,37800.07,37683.65,0.0
86,44336.10739976868,37794.096855,37860.57,37727.62371,0.0
87,44336.107458283914,37760.862679,37825.06,37696.665358,0.0
88,44336.10751689724,37756.657105,37820.2,37693.11421,0.0
89,44336.107575467264,37778.09063,37840.081261,37716.1,0.0
90,44336.10763399539,37747.635,37810.26,37685.01,0.0
91,44336.107692561025,37779.92884,37840.917681,37718.94,0.0
92,44336.10775111897,37787.235,37849.74,37724.73,0.0
93,44336.10780969733,37764.948451,37827.83,37702.066902,0.0
94,44336.10786825101,37781.357282,37843.614564,37719.1,0.0
95,44336.107926821474,37777.018807,37838.177615,37715.86,0.0
96,44336.107985347866,37759.368271,37823.27,37695.466542,0.0
97,44336.10804388355,37763.238055,37826.02,37700.456111,0.0
98,44336.108102451515,37751.015,37813.33,37688.7,0.0
99,44336.10816098427,37786.169214,37850.59,37721.748428,0.0
100,44336.10821953011,37786.468391,37849.208612,37723.72817,0.0
101,44336.1082781023,37782.050356,37846.031743,37718.06897,0.0
102,44336.108336702186,37776.605,37836.72,37716.49,0.0
103,44336.10839528815,37763.31,37817.59,37709.03,0.0
104,44336.108453864326,37754.275,37813.32,37695.23,0.0
105,44336.10851237203,37728.750277,37791.300554,37666.2,0.0
106,44336.10857102662,37707.433649,37768.207298,37646.66,0.0
107,44336.108629603994,37725.7,37775.34,37676.06,0.0
108,44336.108688343294,37731.425,37790.55,37672.3,0.0
109,44336.10874693358,37740.46,37802.49,37678.43,0.0
110,44336.1088055013,37768.675,37832.33,37705.02,0.0
111,44336.10886405696,37762.17751,37826.17,37698.185021,0.0
112,44336.10892263064,37749.859955,37815.076348,37684.643563,0.0
113,44336.108981230784,37732.746929,37796.435066,37669.058792,0.0
114,44336.109039839626,37736.975,37799.82,37674.13,0.0
115,44336.109098427514,37759.64,37823.07,37696.21,0.0
116,44336.10915702588,37754.845,37817.63,37692.06,0.0
117,44336.10921557486,37756.995,37815.95,37698.04,0.0
118,44336.109274156195,37750.903513,37813.64,37688.167027,0.0
119,44336.109332759304,37747.432166,37808.104332,37686.76,0.0
120,44336.10939134879,37714.840495,37775.110991,37654.57,0.0
121,44336.10944992534,37681.934718,37744.579437,37619.29,0.0
122,44336.10950853333,37684.11,37743.79,37624.43,0.0
123,44336.10956711753,37692.577299,37756.33,37628.824599,0.0
124,44336.109625674486,37710.13,37772.12,37648.14,0.0
125,44336.10968425457,37707.819673,37769.64,37645.999346,0.0
126,44336.10974287995,37713.097057,37773.14,37653.054115,0.0
127,44336.109801427316,37726.795,37781.46,37672.13,0.0
128,44336.10985997979,37760.315,37817.59,37703.04,0.0
129,44336.10991853386,37761.504988,37823.339976,37699.67,0.0
130,44336.109977094304,37747.405247,37801.950495,37692.86,0.0
131,44336.11003569082,37724.795,37784.71,37664.88,0.0
132,44336.110094266856,37697.31,37760.12,37634.5,0.0
133,44336.11015287434,37680.520247,37745.950495,37615.09,0.0
134,44336.110211443614,37673.49,37733.26,37613.72,0.0
135,44336.11027004436,37667.165986,37726.421972,37607.91,0.0
136,44336.110328618895,37653.28,37714.55,37592.01,0.0
137,44336.11038720933,37626.560346,37689.950495,37563.170197,0.0
138,44336.11044576357,37619.387148,37683.418697,37555.355599,0.0
139,44336.11050434556,37642.4,37698.96,37585.84,0.0
140,44336.11056295114,37621.709229,37683.138459,37560.28,0.0
141,44336.110621507374,37615.240799,37678.601599,37551.88,0.0
142,44336.11068013582,37639.541014,37696.67,37582.412028,0.0
143,44336.11073869884,37639.829728,37698.569456,37581.09,0.0
144,44336.11079727935,37629.535,37689.62,37569.45,0.0
145,44336.11085584757,37613.58,37674.01,37553.15,0.0
146,44336.11091442631,37599.798019,37652.106038,37547.49,0.0
147,44336.11097302689,37551.32,37613.73,37488.91,0.0
