,time,mark,ask,bid,vol
0,44336.39614263919,37313.989496,37380.367517,37247.611475,0.0
1,44336.39620118852,37281.739206,37350.068413,37213.41,0.0
2,44336.396259803914,37286.049044,37348.9,37223.198089,0.0
3,44336.396318429375,37262.971385,37330.744682,37195.198089,0.0
4,44336.39637701592,37268.716523,37333.06,37204.373046,0.0
5,44336.39643560105,37261.524044,37327.85,37195.198089,0.0
6,44336.39649419865,37248.333413,37315.466827,37181.2,0.0
7,44336.39655277511,37240.835,37300.57,37181.1,0.0
8,44336.396611343866,37262.06,37326.4,37197.72,0.0
9,44336.39666990182,37316.535,37381.22,37251.85,0.0
10,44336.39672846432,37376.335153,37436.01,37316.660307,0.0
11,44336.39678702137,37378.320557,37444.05,37312.591115,0.0
12,44336.39684557665,37387.46,37455.55,37319.37,0.0
13,44336.396904155314,37322.59,37385.06,37260.12,0.0
14,44336.396962719424,37302.975,37368.66,37237.29,0.0
15,44336.397021355144,37282.446215,37347.76243,37217.13,0.0
16,44336.39707991304,37290.89474,37353.059481,37228.73,0.0
17,44336.397138490574,37335.205944,37402.0,37268.411888,0.0
18,44336.3971970845,37299.804542,37366.597193,37233.011891,0.0
19,44336.397255683645,37282.995,37347.31,37218.68,0.0
20,44336.397314257374,37344.4,37407.16,37281.64,0.0
21,44336.397372838364,37353.105,37416.19,37290.02,0.0
22,44336.39743142561,37346.768335,37412.0,37281.536671,0.0
23,44336.397490005846,37316.8,37380.41,37253.19,0.0
24,44336.39754860706,37281.536184,37346.61,37216.462369,0.0
25,44336.39760718629,37285.11,37348.06,37222.16,0.0
26,44336.39766576482,37300.378312,37364.390671,37236.365954,0.0
27,44336.39772436282,37318.702547,37383.34,37254.065094,0.0
28,44336.39778298675,37304.406163,37369.7,37239.112326,0.0
29,44336.397841556485,37316.31,37376.86,37255.76,0.0
30,44336.39790020708,37322.230082,37386.96,37257.500165,0.0
31,44336.39795879874,37292.002554,37356.065109,37227.94,0.0
32,44336.39801738452,37296.560181,37358.250363,37234.87,0.0
33,44336.398075968034,37272.435,37332.32,37212.55,0.0
34,44336.39813456853,37270.622256,37332.49,37208.754512,0.0
35,44336.39819313796,37307.602246,37374.164493,37241.04,0.0
36,44336.398251728715,37299.755,37359.06,37240.45,0.0
37,44336.39831032056,37328.669918,37393.789837,37263.55,0.0
38,44336.39836890149,37324.67,37388.54,37260.8,0.0
39,44336.398427522254,37319.330749,37381.86,37256.801499,0.0
40,44336.39848612811,37293.71,37356.12,37231.3,0.0
41,44336.398544729425,37238.645175,37297.78035,37179.51,0.0
42,44336.39860334928,37246.486888,37307.663777,37185.31,0.0
43,44336.39866195014,37242.23721,37307.434227,37177.040193,0.0
44,44336.39872055472,37264.568174,37330.5,37198.636349,0.0
45,44336.39877913255,37262.884916,37326.46,37199.309833,0.0
46,44336.398837724824,37252.962463,37319.11,37186.814926,0.0
47,44336.398896337465,37254.3,37317.75,37190.85,0.0
48,44336.398954910845,37241.291242,37301.93,37180.652485,0.0
49,44336.39901348543,37234.81,37295.36,37174.26,0.0
50,44336.39907205678,37231.915,37292.89,37170.94,0.0
51,44336.39913062248,37206.249758,37267.779517,37144.72,0.0
52,44336.39918922795,37184.479841,37242.029682,37126.93,0.0
53,44336.39924780292,37189.785326,37249.780653,37129.79,0.0
54,44336.39930652836,37171.879918,37225.789837,37117.97,0.0
55,44336.39936511944,37143.779114,37207.568228,37079.99,0.0
56,44336.3994237035,37178.945409,37237.52,37120.370818,0.0
57,44336.39948229102,37181.196751,37245.96,37116.433503,0.0
58,44336.39954094687,37226.202359,37287.71,37164.694718,0.0
59,44336.399599546574,37220.375,37287.44,37153.31,0.0
60,44336.39965810089,37179.008174,37243.38,37114.636349,0.0
61,44336.39971670966,37175.965,37243.0,37108.93,0.0
62,44336.39977529123,37185.187815,37251.16563,37119.21,0.0
63,44336.39983390019,37189.495,37252.08,37126.91,0.0
64,44336.39989249595,37188.725,37250.78,37126.67,0.0
65,44336.399951097235,37187.545,37250.32,37124.77,0.0
66,44336.4000097416,37177.9,37240.24,37115.56,0.0
67,44336.40006829604,37215.322067,37277.81,37152.834134,0.0
68,44336.40012688152,37253.785,37313.92,37193.65,0.0
69,44336.40018541937,37282.915905,37350.478163,37215.353647,0.0
70,44336.40024401072,37301.814435,37365.418824,37238.210046,0.0
71,44336.40030256156,37275.39,37337.45,37213.33,0.0
72,44336.400361147105,37259.105,37324.54,37193.67,0.0
73,44336.40041974522,37245.967334,37309.764668,37182.17,0.0
74,44336.40047830817,37220.585,37281.88,37159.29,0.0
75,44336.40053691127,37228.380744,37290.78,37165.981489,0.0
76,44336.40059551414,37201.211919,37266.31,37136.113838,0.0
77,44336.40065408964,37208.559754,37268.599508,37148.52,0.0
78,44336.40071268886,37207.812774,37271.78,37143.845548,0.0
79,44336.40077126289,37206.983174,37271.33,37142.636349,0.0
80,44336.40082982785,37184.340125,37247.18,37121.500251,0.0
81,44336.40088839302,37182.62,37244.88,37120.36,0.0
82,44336.40094691244,37217.939918,37281.789837,37154.09,0.0
83,44336.401005509164,37271.051389,37331.22,37210.882778,0.0
84,44336.40106409142,37234.425,37298.53,37170.32,0.0
85,44336.40112268441,37265.79,37327.1,37204.48,0.0
