,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol,action,,
44,2021-04-19T21:39:30Z,0.395199,0.394868,0.396794,0.390053,0,reg,FALSE,DOGEUSD,hold,,
45,2021-04-19T21:39:45Z,0.394868,0.395651,0.396649,0.391247,0,reg,FALSE,DOGEUSD,buy,,
46,2021-04-19T21:40:00Z,0.395145,0.395003,0.397326,0.391294,0,reg,FALSE,DOGEUSD,sell,,
47,2021-04-19T21:40:15Z,0.395003,0.395069,0.397151,0.39092,0,reg,FALSE,DOGEUSD,buy,,
48,2021-04-19T21:40:30Z,0.395069,0.394938,0.397046,0.393306,0,reg,FALSE,DOGEUSD,sell,,
49,2021-04-19T21:40:45Z,0.394938,0.394939,0.397019,0.391248,0,reg,FALSE,DOGEUSD,buy,,
50,2021-04-19T21:41:00Z,0.394939,0.396146,0.398261,0.39151,0,reg,FALSE,DOGEUSD,hold,,
51,2021-04-19T21:41:15Z,0.396146,0.39629,0.398372,0.392824,0,reg,FALSE,DOGEUSD,hold,,
52,2021-04-19T21:41:30Z,0.39629,0.395269,0.398832,0.392792,0,reg,FALSE,DOGEUSD,sell,,
53,2021-04-19T21:41:45Z,0.395301,0.396257,0.398625,0.39269,0,reg,FALSE,DOGEUSD,buy,,
54,2021-04-19T21:42:00Z,0.397781,0.396598,0.398369,0.394373,0,reg,FALSE,DOGEUSD,hold,,
55,2021-04-19T21:42:15Z,0.398141,0.396394,0.398428,0.394443,0,reg,FALSE,DOGEUSD,sell,,
56,2021-04-19T21:42:30Z,0.394892,0.397925,0.398376,0.392751,0,reg,FALSE,DOGEUSD,buy,,
57,2021-04-19T21:42:45Z,0.397925,0.396298,0.398204,0.394503,0,reg,FALSE,DOGEUSD,sell,,
58,2021-04-19T21:43:00Z,0.394766,0.396324,0.398082,0.392598,0,reg,FALSE,DOGEUSD,buy,,
59,2021-04-19T21:43:15Z,0.396324,0.396249,0.397932,0.392578,0,reg,FALSE,DOGEUSD,sell,,
60,2021-04-19T21:43:30Z,0.396269,0.395545,0.399133,0.392772,0,reg,FALSE,DOGEUSD,buy,,
61,2021-04-19T21:43:45Z,0.397192,0.397819,0.399677,0.393611,0,reg,FALSE,DOGEUSD,hold,,
62,2021-04-19T21:44:00Z,0.397819,0.397602,0.399582,0.393699,0,reg,FALSE,DOGEUSD,sell,,
63,2021-04-19T21:44:15Z,0.397463,0.39711,0.399336,0.393705,0,reg,FALSE,DOGEUSD,hold,,
64,2021-04-19T21:44:30Z,0.39711,0.396457,0.399722,0.393672,0,reg,FALSE,DOGEUSD,hold,,
65,2021-04-19T21:44:45Z,0.396457,0.397985,0.399888,0.396102,0,reg,FALSE,DOGEUSD,buy,,
66,2021-04-19T21:45:00Z,0.397985,0.398354,0.399977,0.394611,0,reg,FALSE,DOGEUSD,hold,,
67,2021-04-19T21:45:15Z,0.398354,0.398576,0.400304,0.394563,0,reg,FALSE,DOGEUSD,hold,,
68,2021-04-19T21:45:30Z,0.398576,0.397845,0.400899,0.394671,0,reg,FALSE,DOGEUSD,sell,,
69,2021-04-19T21:45:45Z,0.397845,0.399129,0.40092,0.395316,0,reg,FALSE,DOGEUSD,buy,,
70,2021-04-19T21:46:00Z,0.399129,0.397809,0.401481,0.395296,0,reg,FALSE,DOGEUSD,sell,,
71,2021-04-19T21:46:15Z,0.397809,0.400354,0.401118,0.395496,0,reg,FALSE,DOGEUSD,buy,,
72,2021-04-19T21:46:30Z,0.398848,0.398964,0.400971,0.395272,0,reg,FALSE,DOGEUSD,hold,,
73,2021-04-19T21:46:45Z,0.398964,0.39797,0.401083,0.395457,0,reg,FALSE,DOGEUSD,sell,,
74,2021-04-19T21:47:00Z,0.39797,0.397992,0.401154,0.395643,0,reg,FALSE,DOGEUSD,buy,,
75,2021-04-19T21:47:15Z,0.39938,0.398504,0.401275,0.394683,0,reg,FALSE,DOGEUSD,sell,,
76,2021-04-19T21:47:30Z,0.398504,0.400147,0.400658,0.394766,0,reg,FALSE,DOGEUSD,hold,,
77,2021-04-19T21:47:45Z,0.398491,0.399985,0.401879,0.394951,0,reg,FALSE,DOGEUSD,buy,,
78,2021-04-19T21:48:00Z,0.398518,0.397923,0.400416,0.395826,0,reg,FALSE,DOGEUSD,sell,,
79,2021-04-19T21:48:15Z,0.398022,0.398363,0.400243,0.393983,0,reg,FALSE,DOGEUSD,buy,,
80,2021-04-19T21:48:30Z,0.398363,0.398711,0.40052,0.394609,0,reg,FALSE,DOGEUSD,hold,,
81,2021-04-19T21:48:45Z,0.398711,0.39869,0.400594,0.39474,0,reg,FALSE,DOGEUSD,sell,,
82,2021-04-19T21:49:00Z,0.39869,0.398334,0.400378,0.394575,0,reg,FALSE,DOGEUSD,hold,,
83,2021-04-19T21:49:15Z,0.398334,0.398239,0.400775,0.395888,0,reg,FALSE,DOGEUSD,hold,,
84,2021-04-19T21:49:30Z,0.397792,0.397912,0.399923,0.393684,0,reg,FALSE,DOGEUSD,buy,,
85,2021-04-19T21:49:45Z,0.397912,0.397558,0.399669,0.393779,0,reg,FALSE,DOGEUSD,hold,,
86,2021-04-19T21:50:00Z,0.399042,0.398604,0.400421,0.393664,0,reg,FALSE,DOGEUSD,sell,,
87,2021-04-19T21:50:15Z,0.398604,0.397796,0.401153,0.394903,0,reg,FALSE,DOGEUSD,hold,,
88,2021-04-19T21:50:30Z,0.397696,0.39896,0.400887,0.395396,0,reg,FALSE,DOGEUSD,buy,,
89,2021-04-19T21:50:45Z,0.398971,0.398866,0.401296,0.395413,0,reg,FALSE,DOGEUSD,sell,,
90,2021-04-19T21:51:00Z,0.398866,0.398986,0.401,0.395432,0,reg,FALSE,DOGEUSD,buy,,
91,2021-04-19T21:51:15Z,0.398986,0.399917,0.400794,0.396336,0,reg,FALSE,DOGEUSD,hold,,
92,2021-04-19T21:51:30Z,0.399917,0.398603,0.400613,0.394601,0,reg,FALSE,DOGEUSD,sell,,
93,2021-04-19T21:51:45Z,0.398603,0.398012,0.400466,0.39458,0,reg,FALSE,DOGEUSD,hold,,
94,2021-04-19T21:52:00Z,0.398099,0.396924,0.400182,0.394482,0,reg,FALSE,DOGEUSD,hold,,
95,2021-04-19T21:52:15Z,0.396924,0.397686,0.400994,0.394669,0,reg,FALSE,DOGEUSD,buy,,
96,2021-04-19T21:52:30Z,0.397686,0.398479,0.400924,0.395389,0,reg,FALSE,DOGEUSD,hold,,
97,2021-04-19T21:52:45Z,0.398479,0.398479,0.400384,0.39642,0,reg,FALSE,DOGEUSD,sell,,
98,2021-04-19T21:53:00Z,0.398479,0.39934,0.401263,0.394739,0,reg,FALSE,DOGEUSD,hold,,
99,2021-04-19T21:53:15Z,0.397827,0.399116,0.400964,0.395329,0,reg,FALSE,DOGEUSD,buy,,
100,2021-04-19T21:53:30Z,0.399008,0.398636,0.400801,0.396675,0,reg,FALSE,DOGEUSD,sell,,
101,2021-04-19T21:53:45Z,0.397095,0.399135,0.400965,0.394764,0,reg,FALSE,DOGEUSD,buy,,
102,2021-04-19T21:54:00Z,0.399156,0.399063,0.400802,0.395396,0,reg,FALSE,DOGEUSD,sell,,
103,2021-04-19T21:54:15Z,0.397486,0.398282,0.401158,0.39546,0,reg,FALSE,DOGEUSD,buy,,
104,2021-04-19T21:54:30Z,0.399827,0.399023,0.400956,0.395533,0,reg,FALSE,DOGEUSD,sell,,
105,2021-04-19T21:54:45Z,0.397384,0.399055,0.400931,0.395338,0,reg,FALSE,DOGEUSD,buy,,
106,2021-04-19T21:55:00Z,0.399055,0.400135,0.400966,0.396725,0,reg,FALSE,DOGEUSD,hold,,
107,2021-04-19T21:55:15Z,0.400135,0.398071,0.401143,0.395188,0,reg,FALSE,DOGEUSD,sell,,
108,2021-04-19T21:55:30Z,0.399594,0.398787,0.401085,0.39565,0,reg,FALSE,DOGEUSD,hold,,
109,2021-04-19T21:55:45Z,0.398787,0.398754,0.400668,0.396751,0,reg,FALSE,DOGEUSD,hold,,
110,2021-04-19T21:56:00Z,0.398754,0.396925,0.400674,0.395153,0,reg,FALSE,DOGEUSD,hold,,
111,2021-04-19T21:56:15Z,0.396925,0.399489,0.400821,0.395245,0,reg,FALSE,DOGEUSD,buy,,
112,2021-04-19T21:56:30Z,0.399904,0.398368,0.400318,0.394498,0,reg,FALSE,DOGEUSD,sell,,
113,2021-04-19T21:56:45Z,0.398368,0.397985,0.400591,0.396324,0,reg,FALSE,DOGEUSD,hold,,
114,2021-04-19T21:57:00Z,0.397985,0.399139,0.399871,0.395608,0,reg,FALSE,DOGEUSD,hold,,
115,2021-04-19T21:57:15Z,0.397472,0.398103,0.400045,0.394,0,reg,FALSE,DOGEUSD,buy,,
116,2021-04-19T21:57:30Z,0.398103,0.398763,0.400607,0.394672,0,reg,FALSE,DOGEUSD,hold,,
117,2021-04-19T21:57:45Z,0.400243,0.398783,0.4005,0.396648,0,reg,FALSE,DOGEUSD,sell,,
118,2021-04-19T21:58:00Z,0.398783,0.398839,0.400792,0.394683,0,reg,FALSE,DOGEUSD,buy,,
119,2021-04-19T21:58:15Z,0.398953,0.398546,0.400983,0.396557,0,reg,FALSE,DOGEUSD,sell,,
120,2021-04-19T21:58:30Z,0.398546,0.397997,0.400307,0.39595,0,reg,FALSE,DOGEUSD,buy,,
121,2021-04-19T21:58:45Z,0.39948,0.39791,0.399808,0.393893,0,reg,FALSE,DOGEUSD,sell,,
122,2021-04-19T21:59:00Z,0.39791,0.397873,0.399787,0.396099,0,reg,FALSE,DOGEUSD,hold,,
123,2021-04-19T21:59:15Z,0.397873,0.39769,0.399665,0.396041,0,reg,FALSE,DOGEUSD,hold,,
124,2021-04-19T21:59:30Z,0.39769,0.397842,0.399502,0.393751,0,reg,FALSE,DOGEUSD,buy,,
125,2021-04-19T21:59:45Z,0.397842,0.397634,0.400744,0.395869,0,reg,FALSE,DOGEUSD,sell,,
126,2021-04-19T22:00:00Z,0.39615,0.39776,0.39974,0.395891,0,reg,FALSE,DOGEUSD,buy,,
127,2021-04-19T22:00:15Z,0.39776,0.397403,0.399372,0.393779,0,reg,FALSE,DOGEUSD,sell,,
128,2021-04-19T22:00:30Z,0.39746,0.397326,0.399314,0.395784,0,reg,FALSE,DOGEUSD,buy,,
129,2021-04-19T22:00:45Z,0.397769,0.398778,0.400722,0.394702,0,reg,FALSE,DOGEUSD,sell,,
130,2021-04-19T22:01:00Z,0.397213,0.397764,0.400995,0.395528,0,reg,FALSE,DOGEUSD,buy,,
131,2021-04-19T22:01:15Z,0.397903,0.400288,0.400992,0.395615,0,reg,FALSE,DOGEUSD,hold,,
132,2021-04-19T22:01:30Z,0.40074,0.398187,0.40074,0.394533,0,reg,FALSE,DOGEUSD,sell,,
133,2021-04-19T22:01:45Z,0.398187,0.398238,0.40005,0.394498,0,reg,FALSE,DOGEUSD,buy,,
134,2021-04-19T22:02:00Z,0.398238,0.398938,0.400863,0.394858,0,reg,FALSE,DOGEUSD,hold,,
135,2021-04-19T22:02:15Z,0.398938,0.398672,0.400731,0.396333,0,reg,FALSE,DOGEUSD,sell,,
136,2021-04-19T22:02:30Z,0.398793,0.398641,0.400709,0.396777,0,reg,FALSE,DOGEUSD,hold,,
137,2021-04-19T22:02:45Z,0.398641,0.398542,0.400428,0.39627,0,reg,FALSE,DOGEUSD,hold,,
138,2021-04-19T22:03:00Z,0.398542,0.398889,0.40055,0.394772,0,reg,FALSE,DOGEUSD,buy,,
139,2021-04-19T22:03:15Z,0.400429,0.397891,0.40104,0.394909,0,reg,FALSE,DOGEUSD,sell,,
140,2021-04-19T22:03:30Z,0.397891,0.399288,0.401125,0.395503,0,reg,FALSE,DOGEUSD,buy,,
141,2021-04-19T22:03:45Z,0.399288,0.399409,0.401094,0.395588,0,reg,FALSE,DOGEUSD,sell,,
142,2021-04-19T22:04:00Z,0.39775,0.399459,0.40112,0.395567,0,reg,FALSE,DOGEUSD,buy,,
143,2021-04-19T22:04:15Z,0.399479,0.399462,0.401169,0.397497,0,reg,FALSE,DOGEUSD,sell,,
144,2021-04-19T22:04:30Z,0.399462,0.398868,0.401101,0.397004,0,reg,FALSE,DOGEUSD,hold,,
145,2021-04-19T22:04:45Z,0.398868,0.399299,0.40092,0.395446,0,reg,FALSE,DOGEUSD,buy,,
146,2021-04-19T22:05:00Z,0.399438,0.399245,0.401292,0.395476,0,reg,FALSE,DOGEUSD,sell,,
147,2021-04-19T22:05:15Z,0.399245,0.398889,0.400788,0.396649,0,reg,FALSE,DOGEUSD,hold,,
148,2021-04-19T22:05:30Z,0.398889,0.398983,0.400793,0.395356,0,reg,FALSE,DOGEUSD,buy,,
149,2021-04-19T22:05:45Z,0.3991,0.398009,0.401259,0.395778,0,reg,FALSE,DOGEUSD,sell,,
150,2021-04-19T22:06:00Z,0.398089,0.399054,0.401278,0.396991,0,reg,FALSE,DOGEUSD,buy,,
151,2021-04-19T22:06:15Z,0.399054,0.39961,0.401197,0.395718,0,reg,FALSE,DOGEUSD,hold,,
152,2021-04-19T22:06:30Z,0.39961,0.401479,0.401479,0.395739,0,reg,FALSE,DOGEUSD,sell,,
153,2021-04-19T22:06:45Z,0.398349,0.398864,0.40226,0.395851,0,reg,FALSE,DOGEUSD,buy,,
154,2021-04-19T22:07:00Z,0.40062,0.400025,0.402257,0.39634,0,reg,FALSE,DOGEUSD,sell,,
155,2021-04-19T22:07:15Z,0.398455,0.39873,0.401845,0.396447,0,reg,FALSE,DOGEUSD,buy,,
156,2021-04-19T22:07:30Z,0.39872,0.39864,0.401833,0.396347,0,reg,FALSE,DOGEUSD,sell,,
157,2021-04-19T22:07:45Z,0.39864,0.400091,0.401832,0.396382,0,reg,FALSE,DOGEUSD,buy,,
158,2021-04-19T22:08:00Z,0.400091,0.401115,0.40197,0.396401,0,reg,FALSE,DOGEUSD,hold,,
159,2021-04-19T22:08:15Z,0.401115,0.399949,0.40192,0.395993,0,reg,FALSE,DOGEUSD,sell,,
160,2021-04-19T22:08:30Z,0.399949,0.399872,0.401824,0.396453,0,reg,FALSE,DOGEUSD,hold,,
161,2021-04-19T22:08:45Z,0.399872,0.401449,0.401864,0.396357,0,reg,FALSE,DOGEUSD,buy,,
162,2021-04-19T22:09:00Z,0.401449,0.399925,0.402568,0.395982,0,reg,FALSE,DOGEUSD,sell,,
163,2021-04-19T22:09:15Z,0.399925,0.400099,0.402099,0.396337,0,reg,FALSE,DOGEUSD,hold,,
164,2021-04-19T22:09:30Z,0.398554,0.398628,0.401766,0.396406,0,reg,FALSE,DOGEUSD,buy,,
165,2021-04-19T22:09:45Z,0.398628,0.400086,0.401826,0.39639,0,reg,FALSE,DOGEUSD,hold,,
166,2021-04-19T22:10:00Z,0.400086,0.401238,0.402385,0.397969,0,reg,FALSE,DOGEUSD,hold,,
167,2021-04-19T22:10:15Z,0.401238,0.398473,0.402494,0.39642,0,reg,FALSE,DOGEUSD,sell,,
168,2021-04-19T22:10:30Z,0.398473,0.40093,0.402514,0.396381,0,reg,FALSE,DOGEUSD,buy,,
169,2021-04-19T22:10:45Z,0.40128,0.401228,0.402214,0.395823,0,reg,FALSE,DOGEUSD,sell,,
170,2021-04-19T22:11:00Z,0.401228,0.401106,0.402457,0.397721,0,reg,FALSE,DOGEUSD,hold,,
171,2021-04-19T22:11:15Z,0.399505,0.399776,0.4018,0.395798,0,reg,FALSE,DOGEUSD,buy,,
172,2021-04-19T22:11:30Z,0.399776,0.399476,0.401484,0.395756,0,reg,FALSE,DOGEUSD,sell,,
173,2021-04-19T22:11:45Z,0.39963,0.398212,0.401702,0.397799,0,reg,FALSE,DOGEUSD,hold,,
174,2021-04-19T22:12:00Z,0.398238,0.399853,0.401776,0.395815,0,reg,FALSE,DOGEUSD,buy,,
175,2021-04-19T22:12:15Z,0.401201,0.400113,0.402017,0.395841,0,reg,FALSE,DOGEUSD,sell,,
176,2021-04-19T22:12:30Z,0.400113,0.399933,0.402027,0.396393,0,reg,FALSE,DOGEUSD,hold,,
177,2021-04-19T22:12:45Z,0.400103,0.39865,0.402132,0.396486,0,reg,FALSE,DOGEUSD,hold,,
178,2021-04-19T22:13:00Z,0.400083,0.398759,0.40216,0.396509,0,reg,FALSE,DOGEUSD,hold,,
179,2021-04-19T22:13:15Z,0.398759,0.398547,0.401832,0.396411,0,reg,FALSE,DOGEUSD,hold,,
180,2021-04-19T22:13:30Z,0.398547,0.400123,0.401939,0.396486,0,reg,FALSE,DOGEUSD,buy,,
181,2021-04-19T22:13:45Z,0.400054,0.400157,0.401852,0.396347,0,reg,FALSE,DOGEUSD,sell,,
182,2021-04-19T22:14:00Z,0.398624,0.400127,0.401847,0.396416,0,reg,FALSE,DOGEUSD,buy,,
183,2021-04-19T22:14:15Z,0.400127,0.400095,0.401947,0.396379,0,reg,FALSE,DOGEUSD,sell,,
184,2021-04-19T22:14:30Z,0.400095,0.401307,0.402297,0.397705,0,reg,FALSE,DOGEUSD,hold,,
185,2021-04-19T22:14:45Z,0.39973,0.40004,0.401867,0.396293,0,reg,FALSE,DOGEUSD,buy,,
186,2021-04-19T22:15:00Z,0.40004,0.398767,0.402162,0.39644,0,reg,FALSE,DOGEUSD,sell,,
187,2021-04-19T22:15:15Z,0.398918,0.398957,0.402191,0.396193,0,reg,FALSE,DOGEUSD,buy,,
188,2021-04-19T22:15:30Z,0.398923,0.400811,0.404383,0.396873,0,reg,FALSE,DOGEUSD,hold,,
189,2021-04-19T22:15:45Z,0.400461,0.401225,0.404803,0.39846,0,reg,FALSE,DOGEUSD,hold,,
190,2021-04-19T22:16:00Z,0.400859,0.402725,0.406214,0.399349,0,reg,FALSE,DOGEUSD,hold,,
191,2021-04-19T22:16:15Z,0.402358,0.406487,0.408091,0.40061,0,reg,FALSE,DOGEUSD,hold,,
192,2021-04-19T22:16:30Z,0.406487,0.407908,0.409691,0.402676,0,reg,FALSE,DOGEUSD,sell,,
193,2021-04-19T22:16:45Z,0.406139,0.407867,0.410954,0.404156,0,reg,FALSE,DOGEUSD,buy,,
194,2021-04-19T22:17:00Z,0.407867,0.41002,0.411842,0.405566,0,reg,FALSE,DOGEUSD,hold,,
195,2021-04-19T22:17:15Z,0.410173,0.41032,0.411847,0.406096,0,reg,FALSE,DOGEUSD,hold,,
196,2021-04-19T22:17:30Z,0.411768,0.410393,0.412613,0.406066,0,reg,FALSE,DOGEUSD,sell,,
197,2021-04-19T22:17:45Z,0.411614,0.409053,0.413323,0.406312,0,reg,FALSE,DOGEUSD,hold,,
198,2021-04-19T22:18:00Z,0.410858,0.411082,0.413622,0.405867,0,reg,FALSE,DOGEUSD,buy,,
199,2021-04-19T22:18:15Z,0.411393,0.411115,0.414814,0.405745,0,reg,FALSE,DOGEUSD,hold,,
200,2021-04-19T22:18:30Z,0.411656,0.415869,0.417988,0.409287,0,reg,FALSE,DOGEUSD,hold,,
201,2021-04-19T22:18:45Z,0.415869,0.414732,0.419133,0.411945,0,reg,FALSE,DOGEUSD,sell,,
202,2021-04-19T22:19:00Z,0.414618,0.414693,0.419291,0.410078,0,reg,FALSE,DOGEUSD,buy,,
203,2021-04-19T22:19:15Z,0.415666,0.41472,0.418214,0.410828,0,reg,FALSE,DOGEUSD,hold,,
204,2021-04-19T22:19:30Z,0.416516,0.418738,0.420757,0.413197,0,reg,FALSE,DOGEUSD,hold,,
205,2021-04-19T22:19:45Z,0.41903,0.420111,0.422332,0.415811,0,reg,FALSE,DOGEUSD,sell,,
206,2021-04-19T22:20:00Z,0.418401,0.418814,0.422637,0.413177,0,reg,FALSE,DOGEUSD,hold,,
207,2021-04-19T22:20:15Z,0.417735,0.417632,0.420903,0.413282,0,reg,FALSE,DOGEUSD,buy,,
208,2021-04-19T22:20:30Z,0.418399,0.412521,0.420207,0.408881,0,reg,FALSE,DOGEUSD,sell,,
209,2021-04-19T22:20:45Z,0.412143,0.408049,0.413919,0.403746,0,reg,FALSE,DOGEUSD,hold,,
210,2021-04-19T22:21:00Z,0.406542,0.409516,0.411649,0.402412,0,reg,FALSE,DOGEUSD,buy,,
211,2021-04-19T22:21:15Z,0.409516,0.411589,0.414552,0.406402,0,reg,FALSE,DOGEUSD,hold,,
212,2021-04-19T22:21:30Z,0.411589,0.412443,0.41468,0.407727,0,reg,FALSE,DOGEUSD,hold,,
213,2021-04-19T22:21:45Z,0.412443,0.414667,0.415344,0.408452,0,reg,FALSE,DOGEUSD,hold,,
214,2021-04-19T22:22:00Z,0.414667,0.414433,0.417834,0.409794,0,reg,FALSE,DOGEUSD,sell,,
215,2021-04-19T22:22:15Z,0.414433,0.417091,0.417846,0.411746,0,reg,FALSE,DOGEUSD,hold,,
216,2021-04-19T22:22:30Z,0.413796,0.413331,0.417569,0.411054,0,reg,FALSE,DOGEUSD,hold,,
217,2021-04-19T22:22:45Z,0.413331,0.413544,0.417027,0.410649,0,reg,FALSE,DOGEUSD,buy,,
218,2021-04-19T22:23:00Z,0.415081,0.414669,0.417146,0.409614,0,reg,FALSE,DOGEUSD,hold,,
219,2021-04-19T22:23:15Z,0.416254,0.413096,0.416919,0.410749,0,reg,FALSE,DOGEUSD,sell,,
220,2021-04-19T22:23:30Z,0.413096,0.414833,0.416604,0.410167,0,reg,FALSE,DOGEUSD,buy,,
221,2021-04-19T22:23:45Z,0.414833,0.415458,0.416783,0.410737,0,reg,FALSE,DOGEUSD,hold,,
222,2021-04-19T22:24:00Z,0.415458,0.412438,0.416185,0.407043,0,reg,FALSE,DOGEUSD,sell,,
223,2021-04-19T22:24:15Z,0.411454,0.412696,0.414923,0.408534,0,reg,FALSE,DOGEUSD,buy,,
224,2021-04-19T22:24:30Z,0.413203,0.413107,0.416782,0.409129,0,reg,FALSE,DOGEUSD,sell,,
225,2021-04-19T22:24:45Z,0.413107,0.413959,0.416922,0.409981,0,reg,FALSE,DOGEUSD,buy,,
226,2021-04-19T22:25:00Z,0.413786,0.415053,0.417121,0.410388,0,reg,FALSE,DOGEUSD,hold,,
227,2021-04-19T22:25:15Z,0.415053,0.414407,0.417683,0.411071,0,reg,FALSE,DOGEUSD,sell,,
228,2021-04-19T22:25:30Z,0.414754,0.414972,0.418439,0.412441,0,reg,FALSE,DOGEUSD,buy,,
229,2021-04-19T22:25:45Z,0.416805,0.41587,0.418285,0.412073,0,reg,FALSE,DOGEUSD,sell,,
230,2021-04-19T22:26:00Z,0.416096,0.414545,0.41858,0.411216,0,reg,FALSE,DOGEUSD,hold,,
231,2021-04-19T22:26:15Z,0.414545,0.414125,0.418782,0.412063,0,reg,FALSE,DOGEUSD,buy,,
