,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol,action,shares, value ,action,shares, value ,action,shares, value ,action,shares, value 
550,2021-04-14T20:20:00Z,0.111603,0.109715,0.113811,0.107159,0,reg,FALSE,DOGEUSD,hold,0," $2,176.39 ",hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
551,2021-04-14T20:25:00Z,0.109715,0.11197,0.115016,0.107487,0,reg,FALSE,DOGEUSD,buy,19836.73125, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
552,2021-04-14T20:30:00Z,0.11197,0.105995,0.113781,0.104841,0,reg,FALSE,DOGEUSD,sell,0," $2,221.12 ",hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
553,2021-04-14T20:35:00Z,0.10647,0.107108,0.109849,0.104639,0,reg,FALSE,DOGEUSD,buy,20861.45204, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
554,2021-04-14T20:40:00Z,0.106607,0.108468,0.109313,0.103742,0,reg,FALSE,DOGEUSD,hold,20861.45204, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
555,2021-04-14T20:45:00Z,0.108897,0.109564,0.111682,0.10529,0,reg,FALSE,DOGEUSD,hold,20861.45204, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
556,2021-04-14T20:50:00Z,0.109564,0.109758,0.112021,0.107387,0,reg,FALSE,DOGEUSD,hold,20861.45204, $-   ,sell,0, $112.56 ,sell,0, $100.70 ,hold,1393.301009, $-   
557,2021-04-14T20:55:00Z,0.109758,0.114283,0.115791,0.107182,0,reg,FALSE,DOGEUSD,hold,20861.45204, $-   ,sell,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
558,2021-04-14T21:00:00Z,0.114752,0.11369,0.11679,0.111005,0,reg,FALSE,DOGEUSD,sell,0," $2,393.89 ",hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
559,2021-04-14T21:05:00Z,0.11369,0.115822,0.117157,0.111114,0,reg,FALSE,DOGEUSD,buy,21056.32284, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
560,2021-04-14T21:10:00Z,0.115822,0.116663,0.11806,0.112085,0,reg,FALSE,DOGEUSD,hold,21056.32284, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
561,2021-04-14T21:15:00Z,0.116663,0.116004,0.118202,0.113255,0,reg,FALSE,DOGEUSD,sell,0," $2,456.49 ",sell,0, $112.56 ,sell,0, $100.70 ,hold,1393.301009, $-   
562,2021-04-14T21:20:00Z,0.116004,0.119528,0.120241,0.113891,0,reg,FALSE,DOGEUSD,buy,21175.94041, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
563,2021-04-14T21:25:00Z,0.118922,0.120631,0.12218,0.115831,0,reg,FALSE,DOGEUSD,hold,21175.94041, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
564,2021-04-14T21:30:00Z,0.120765,0.121346,0.121869,0.117324,0,reg,FALSE,DOGEUSD,hold,21175.94041, $-   ,hold,0, $112.56 ,sell,0, $100.70 ,hold,1393.301009, $-   
565,2021-04-14T21:35:00Z,0.121344,0.123932,0.125843,0.120719,0,reg,FALSE,DOGEUSD,hold,21175.94041, $-   ,sell,0, $112.56 ,sell,0, $100.70 ,hold,1393.301009, $-   
566,2021-04-14T21:40:00Z,0.122199,0.123634,0.126203,0.119117,0,reg,FALSE,DOGEUSD,hold,21175.94041, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
567,2021-04-14T21:45:00Z,0.123634,0.11967,0.125992,0.117514,0,reg,FALSE,DOGEUSD,sell,0," $2,618.07 ",hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
568,2021-04-14T21:50:00Z,0.11967,0.120684,0.12311,0.118077,0,reg,FALSE,DOGEUSD,buy,21877.38128, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
569,2021-04-14T21:55:00Z,0.120684,0.123901,0.125684,0.118715,0,reg,FALSE,DOGEUSD,hold,21877.38128, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
570,2021-04-14T22:00:00Z,0.123567,0.123511,0.125028,0.119783,0,reg,FALSE,DOGEUSD,sell,0," $2,703.32 ",hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
571,2021-04-14T22:05:00Z,0.123003,0.124623,0.12678,0.121253,0,reg,FALSE,DOGEUSD,buy,21977.69463, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
572,2021-04-14T22:10:00Z,0.124623,0.128373,0.130309,0.122868,0,reg,FALSE,DOGEUSD,hold,21977.69463, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
573,2021-04-14T22:15:00Z,0.128373,0.127313,0.130664,0.124216,0,reg,FALSE,DOGEUSD,sell,0," $2,821.34 ",hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
574,2021-04-14T22:20:00Z,0.127313,0.129429,0.131785,0.125355,0,reg,FALSE,DOGEUSD,buy,22160.67952, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
575,2021-04-14T22:25:00Z,0.129429,0.12988,0.132629,0.127237,0,reg,FALSE,DOGEUSD,sell,0," $2,868.23 ",hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
576,2021-04-14T22:30:00Z,0.129139,0.127617,0.13175,0.122303,0,reg,FALSE,DOGEUSD,hold,0," $2,868.23 ",hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
577,2021-04-14T22:35:00Z,0.127617,0.128838,0.131253,0.126267,0,reg,FALSE,DOGEUSD,buy,22475.33315, $-   ,hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
578,2021-04-14T22:40:00Z,0.128214,0.126899,0.130863,0.125101,0,reg,FALSE,DOGEUSD,sell,0," $2,881.65 ",hold,0, $112.56 ,hold,0, $100.70 ,hold,1393.301009, $-   
579,2021-04-14T22:45:00Z,0.126899,0.125526,0.127997,0.121384,0,reg,FALSE,DOGEUSD,hold,0," $2,881.65 ",hold,0, $112.56 ,hold,0, $100.70 ,buy,1393.301009, $-   
580,2021-04-14T22:50:00Z,0.125526,0.124944,0.127122,0.121501,0,reg,FALSE,DOGEUSD,hold,0," $2,881.65 ",hold,0, $112.56 ,buy,802.1891678, $-   ,buy,1393.301009, $-   
581,2021-04-14T22:55:00Z,0.124944,0.125762,0.127814,0.121973,0,reg,FALSE,DOGEUSD,buy,23063.55138, $-   ,buy,900.8968095, $-   ,buy,802.1891678, $-   ,buy,1393.301009, $-   
582,2021-04-14T23:00:00Z,0.125762,0.127284,0.128989,0.123235,0,reg,FALSE,DOGEUSD,hold,23063.55138, $-   ,hold,900.8968095, $-   ,hold,802.1891678, $-   ,hold,1393.301009, $-   
583,2021-04-14T23:05:00Z,0.126798,0.1265,0.12888,0.124178,0,reg,FALSE,DOGEUSD,sell,0," $2,924.41 ",hold,900.8968095, $-   ,hold,802.1891678, $-   ,hold,1393.301009, $-   
584,2021-04-14T23:10:00Z,0.125731,0.125087,0.128577,0.123897,0,reg,FALSE,DOGEUSD,hold,0," $2,924.41 ",hold,900.8968095, $-   ,hold,802.1891678, $-   ,buy,1393.301009, $-   
585,2021-04-14T23:15:00Z,0.125087,0.123277,0.127623,0.121646,0,reg,FALSE,DOGEUSD,hold,0," $2,924.41 ",hold,900.8968095, $-   ,buy,802.1891678, $-   ,buy,1393.301009, $-   
586,2021-04-14T23:20:00Z,0.123277,0.123066,0.125596,0.121425,0,reg,FALSE,DOGEUSD,hold,0," $2,924.41 ",hold,900.8968095, $-   ,hold,802.1891678, $-   ,buy,1393.301009, $-   
587,2021-04-14T23:25:00Z,0.123066,0.123929,0.125436,0.119996,0,reg,FALSE,DOGEUSD,buy,23762.95799, $-   ,buy,900.8968095, $-   ,buy,802.1891678, $-   ,buy,1393.301009, $-   
588,2021-04-14T23:30:00Z,0.123929,0.124478,0.126579,0.122178,0,reg,FALSE,DOGEUSD,hold,23762.95799, $-   ,hold,900.8968095, $-   ,hold,802.1891678, $-   ,hold,1393.301009, $-   
589,2021-04-14T23:35:00Z,0.124478,0.122195,0.127194,0.120809,0,reg,FALSE,DOGEUSD,sell,0," $2,957.97 ",hold,900.8968095, $-   ,sell,0, $99.85 ,hold,1393.301009, $-   
590,2021-04-14T23:40:00Z,0.121638,0.120905,0.12428,0.118042,0,reg,FALSE,DOGEUSD,hold,0," $2,957.97 ",hold,900.8968095, $-   ,hold,0, $99.85 ,buy,1393.301009, $-   
591,2021-04-14T23:45:00Z,0.120905,0.121685,0.123214,0.118217,0,reg,FALSE,DOGEUSD,buy,24465.20396, $-   ,buy,900.8968095, $-   ,buy,825.8955645, $-   ,buy,1393.301009, $-   
592,2021-04-14T23:50:00Z,0.121685,0.120071,0.123501,0.11779,0,reg,FALSE,DOGEUSD,sell,0," $2,977.05 ",hold,900.8968095, $-   ,hold,825.8955645, $-   ,hold,1393.301009, $-   
593,2021-04-14T23:55:00Z,0.120071,0.121806,0.124766,0.118023,0,reg,FALSE,DOGEUSD,buy,24794.06638, $-   ,hold,900.8968095, $-   ,hold,825.8955645, $-   ,buy,1393.301009, $-   
594,2021-04-15T00:00:00Z,0.121806,0.124823,0.126217,0.119229,0,reg,FALSE,DOGEUSD,hold,24794.06638, $-   ,hold,900.8968095, $-   ,hold,825.8955645, $-   ,hold,1393.301009, $-   
595,2021-04-15T00:05:00Z,0.12403,0.126668,0.128195,0.122454,0,reg,FALSE,DOGEUSD,hold,24794.06638, $-   ,hold,900.8968095, $-   ,sell,0, $102.44 ,hold,1393.301009, $-   
596,2021-04-15T00:10:00Z,0.126668,0.125684,0.128052,0.122263,0,reg,FALSE,DOGEUSD,sell,0," $3,140.61 ",hold,900.8968095, $-   ,hold,0, $102.44 ,hold,1393.301009, $-   
597,2021-04-15T00:15:00Z,0.125141,0.127771,0.129287,0.12375,0,reg,FALSE,DOGEUSD,buy,25096.60942, $-   ,hold,900.8968095, $-   ,hold,0, $102.44 ,buy,1393.301009, $-   
598,2021-04-15T00:20:00Z,0.127771,0.131104,0.132874,0.124468,0,reg,FALSE,DOGEUSD,hold,25096.60942, $-   ,hold,900.8968095, $-   ,hold,0, $102.44 ,hold,1393.301009, $-   
599,2021-04-15T00:25:00Z,0.130474,0.12943,0.132388,0.124618,0,reg,FALSE,DOGEUSD,sell,0," $3,274.46 ",hold,900.8968095, $-   ,sell,0, $102.44 ,hold,1393.301009, $-   
600,2021-04-15T00:30:00Z,0.12943,0.12988,0.132139,0.125492,0,reg,FALSE,DOGEUSD,buy,25299.04209, $-   ,hold,900.8968095, $-   ,hold,0, $102.44 ,buy,1393.301009, $-   
601,2021-04-15T00:35:00Z,0.12988,0.13152,0.134275,0.12552,0,reg,FALSE,DOGEUSD,hold,25299.04209, $-   ,hold,900.8968095, $-   ,hold,0, $102.44 ,hold,1393.301009, $-   
602,2021-04-15T00:40:00Z,0.130788,0.131083,0.135509,0.126221,0,reg,FALSE,DOGEUSD,hold,25299.04209, $-   ,hold,900.8968095, $-   ,hold,0, $102.44 ,hold,1393.301009, $-   
603,2021-04-15T00:45:00Z,0.131083,0.128886,0.134908,0.125012,0,reg,FALSE,DOGEUSD,sell,0," $3,316.27 ",sell,0, $118.09 ,sell,0, $102.44 ,hold,1393.301009, $-   
604,2021-04-15T00:50:00Z,0.128886,0.129951,0.133733,0.124647,0,reg,FALSE,DOGEUSD,buy,25730.29138, $-   ,hold,0, $118.09 ,hold,0, $102.44 ,buy,1393.301009, $-   
605,2021-04-15T00:55:00Z,0.129951,0.129821,0.132371,0.126473,0,reg,FALSE,DOGEUSD,sell,0," $3,343.68 ",hold,0, $118.09 ,hold,0, $102.44 ,hold,1393.301009, $-   
606,2021-04-15T01:00:00Z,0.129821,0.129647,0.13233,0.126703,0,reg,FALSE,DOGEUSD,hold,0," $3,343.68 ",hold,0, $118.09 ,hold,0, $102.44 ,buy,1393.301009, $-   
607,2021-04-15T01:05:00Z,0.128131,0.127394,0.129815,0.124711,0,reg,FALSE,DOGEUSD,hold,0," $3,343.68 ",hold,0, $118.09 ,hold,0, $102.44 ,buy,1393.301009, $-   
608,2021-04-15T01:10:00Z,0.127394,0.127979,0.130501,0.124242,0,reg,FALSE,DOGEUSD,buy,26246.73921, $-   ,buy,926.9844458, $-   ,buy,804.0867456, $-   ,buy,1393.301009, $-   
609,2021-04-15T01:15:00Z,0.127979,0.129496,0.130625,0.125564,0,reg,FALSE,DOGEUSD,sell,0," $3,359.03 ",hold,926.9844458, $-   ,hold,804.0867456, $-   ,hold,1393.301009, $-   
610,2021-04-15T01:20:00Z,0.127904,0.129788,0.131042,0.125831,0,reg,FALSE,DOGEUSD,buy,26262.1297, $-   ,hold,926.9844458, $-   ,hold,804.0867456, $-   ,buy,1393.301009, $-   
611,2021-04-15T01:25:00Z,0.129788,0.1295,0.131797,0.125672,0,reg,FALSE,DOGEUSD,sell,0," $3,408.51 ",hold,926.9844458, $-   ,hold,804.0867456, $-   ,hold,1393.301009, $-   
612,2021-04-15T01:30:00Z,0.1295,0.1295,0.131099,0.127934,0,reg,FALSE,DOGEUSD,buy,26320.53505, $-   ,hold,926.9844458, $-   ,hold,804.0867456, $-   ,buy,1393.301009, $-   
613,2021-04-15T01:35:00Z,0.1295,0.1295,0.131976,0.125186,0,reg,FALSE,DOGEUSD,buy,26320.53505, $-   ,hold,926.9844458, $-   ,hold,804.0867456, $-   ,hold,1393.301009, $-   
614,2021-04-15T01:40:00Z,0.1295,0.13,0.131,0.127805,0,reg,FALSE,DOGEUSD,sell,0," $3,408.51 ",hold,926.9844458, $-   ,hold,804.0867456, $-   ,hold,1393.301009, $-   
615,2021-04-15T01:45:00Z,0.129379,0.127815,0.13099,0.125939,0,reg,FALSE,DOGEUSD,hold,0," $3,408.51 ",hold,926.9844458, $-   ,hold,804.0867456, $-   ,buy,1393.301009, $-   
616,2021-04-15T01:50:00Z,0.127815,0.128802,0.130049,0.124735,0,reg,FALSE,DOGEUSD,buy,26667.52173, $-   ,hold,926.9844458, $-   ,hold,804.0867456, $-   ,buy,1393.301009, $-   
617,2021-04-15T01:55:00Z,0.128802,0.127746,0.130929,0.12537,0,reg,FALSE,DOGEUSD,sell,0," $3,434.83 ",hold,926.9844458, $-   ,hold,804.0867456, $-   ,hold,1393.301009, $-   
618,2021-04-15T02:00:00Z,0.127746,0.128967,0.129906,0.124924,0,reg,FALSE,DOGEUSD,buy,26887.96623, $-   ,hold,926.9844458, $-   ,hold,804.0867456, $-   ,buy,1393.301009, $-   
619,2021-04-15T02:05:00Z,0.128967,0.127886,0.130611,0.126374,0,reg,FALSE,DOGEUSD,sell,0," $3,467.66 ",hold,926.9844458, $-   ,hold,804.0867456, $-   ,hold,1393.301009, $-   
620,2021-04-15T02:10:00Z,0.127886,0.126422,0.129835,0.123774,0,reg,FALSE,DOGEUSD,hold,0," $3,467.66 ",hold,926.9844458, $-   ,hold,804.0867456, $-   ,buy,1393.301009, $-   
621,2021-04-15T02:15:00Z,0.125791,0.12593,0.128152,0.121851,0,reg,FALSE,DOGEUSD,buy,27566.83976, $-   ,hold,926.9844458, $-   ,hold,804.0867456, $-   ,buy,1393.301009, $-   
622,2021-04-15T02:20:00Z,0.12593,0.125934,0.128361,0.123092,0,reg,FALSE,DOGEUSD,hold,27566.83976, $-   ,hold,926.9844458, $-   ,hold,804.0867456, $-   ,hold,1393.301009, $-   
623,2021-04-15T02:25:00Z,0.126587,0.12582,0.128304,0.124181,0,reg,FALSE,DOGEUSD,sell,0," $3,489.60 ",hold,926.9844458, $-   ,sell,0, $101.79 ,hold,1393.301009, $-   
624,2021-04-15T02:30:00Z,0.12582,0.127788,0.129671,0.123451,0,reg,FALSE,DOGEUSD,buy,27734.8875, $-   ,hold,926.9844458, $-   ,hold,0, $101.79 ,buy,1393.301009, $-   
625,2021-04-15T02:35:00Z,0.127788,0.127894,0.12971,0.124164,0,reg,FALSE,DOGEUSD,hold,27734.8875, $-   ,hold,926.9844458, $-   ,hold,0, $101.79 ,hold,1393.301009, $-   
626,2021-04-15T02:40:00Z,0.127894,0.127042,0.128887,0.122796,0,reg,FALSE,DOGEUSD,sell,0," $3,547.13 ",sell,0, $118.56 ,sell,0, $101.79 ,hold,1393.301009, $-   
627,2021-04-15T02:45:00Z,0.127042,0.128636,0.130556,0.123613,0,reg,FALSE,DOGEUSD,buy,27920.88995, $-   ,hold,0, $118.56 ,hold,0, $101.79 ,buy,1393.301009, $-   
628,2021-04-15T02:50:00Z,0.128636,0.127876,0.13002,0.125879,0,reg,FALSE,DOGEUSD,sell,0," $3,591.63 ",hold,0, $118.56 ,hold,0, $101.79 ,hold,1393.301009, $-   
629,2021-04-15T02:55:00Z,0.126956,0.128,0.130711,0.124794,0,reg,FALSE,DOGEUSD,buy,28290.36517, $-   ,hold,0, $118.56 ,hold,0, $101.79 ,buy,1393.301009, $-   
630,2021-04-15T03:00:00Z,0.129497,0.128525,0.130586,0.126673,0,reg,FALSE,DOGEUSD,sell,0," $3,663.52 ",hold,0, $118.56 ,hold,0, $101.79 ,hold,1393.301009, $-   
631,2021-04-15T03:05:00Z,0.127938,0.126688,0.129548,0.124951,0,reg,FALSE,DOGEUSD,hold,0," $3,663.52 ",hold,0, $118.56 ,hold,0, $101.79 ,buy,1393.301009, $-   
632,2021-04-15T03:10:00Z,0.126688,0.126612,0.128408,0.123887,0,reg,FALSE,DOGEUSD,buy,28917.63559, $-   ,hold,0, $118.56 ,buy,803.4457002, $-   ,buy,1393.301009, $-   
633,2021-04-15T03:15:00Z,0.127154,0.126169,0.128183,0.124182,0,reg,FALSE,DOGEUSD,sell,0," $3,676.99 ",hold,0, $118.56 ,hold,803.4457002, $-   ,hold,1393.301009, $-   
634,2021-04-15T03:20:00Z,0.126169,0.127157,0.129476,0.123238,0,reg,FALSE,DOGEUSD,buy,29143.39526, $-   ,hold,0, $118.56 ,hold,803.4457002, $-   ,buy,1393.301009, $-   
635,2021-04-15T03:25:00Z,0.127157,0.126752,0.128345,0.124869,0,reg,FALSE,DOGEUSD,sell,0," $3,705.79 ",hold,0, $118.56 ,hold,803.4457002, $-   ,hold,1393.301009, $-   
636,2021-04-15T03:30:00Z,0.126752,0.128306,0.129435,0.123761,0,reg,FALSE,DOGEUSD,buy,29236.51469, $-   ,hold,0, $118.56 ,hold,803.4457002, $-   ,buy,1393.301009, $-   
637,2021-04-15T03:35:00Z,0.128987,0.127749,0.129639,0.1243,0,reg,FALSE,DOGEUSD,sell,0," $3,771.13 ",hold,0, $118.56 ,hold,803.4457002, $-   ,hold,1393.301009, $-   
638,2021-04-15T03:40:00Z,0.127749,0.130637,0.131705,0.12474,0,reg,FALSE,DOGEUSD,buy,29519.8422, $-   ,hold,0, $118.56 ,hold,803.4457002, $-   ,buy,1393.301009, $-   
639,2021-04-15T03:45:00Z,0.130637,0.129206,0.132235,0.125535,0,reg,FALSE,DOGEUSD,sell,0," $3,856.38 ",hold,0, $118.56 ,hold,803.4457002, $-   ,hold,1393.301009, $-   
640,2021-04-15T03:50:00Z,0.129206,0.129819,0.131262,0.124772,0,reg,FALSE,DOGEUSD,buy,29846.7844, $-   ,hold,0, $118.56 ,hold,803.4457002, $-   ,buy,1393.301009, $-   
641,2021-04-15T03:55:00Z,0.130453,0.129089,0.131433,0.125857,0,reg,FALSE,DOGEUSD,sell,0," $3,893.60 ",hold,0, $118.56 ,hold,803.4457002, $-   ,hold,1393.301009, $-   
642,2021-04-15T04:00:00Z,0.129089,0.128961,0.13069,0.125187,0,reg,FALSE,DOGEUSD,hold,0," $3,893.60 ",hold,0, $118.56 ,hold,803.4457002, $-   ,buy,1393.301009, $-   
643,2021-04-15T04:05:00Z,0.128961,0.129905,0.13128,0.125528,0,reg,FALSE,DOGEUSD,buy,30192.09346, $-   ,buy,919.314744, $-   ,buy,803.4457002, $-   ,buy,1393.301009, $-   
644,2021-04-15T04:10:00Z,0.129905,0.129491,0.131147,0.126595,0,reg,FALSE,DOGEUSD,sell,0," $3,922.10 ",hold,919.314744, $-   ,hold,803.4457002, $-   ,hold,1393.301009, $-   
645,2021-04-15T04:15:00Z,0.129491,0.129192,0.131434,0.126081,0,reg,FALSE,DOGEUSD,hold,0," $3,922.10 ",hold,919.314744, $-   ,hold,803.4457002, $-   ,buy,1393.301009, $-   
646,2021-04-15T04:20:00Z,0.129192,0.128379,0.130465,0.127,0,reg,FALSE,DOGEUSD,hold,0," $3,922.10 ",hold,919.314744, $-   ,buy,803.4457002, $-   ,buy,1393.301009, $-   
647,2021-04-15T04:25:00Z,0.128994,0.13028,0.131462,0.125364,0,reg,FALSE,DOGEUSD,buy,30405.32041, $-   ,hold,919.314744, $-   ,hold,803.4457002, $-   ,buy,1393.301009, $-   
648,2021-04-15T04:30:00Z,0.129702,0.133866,0.135425,0.125872,0,reg,FALSE,DOGEUSD,hold,30405.32041, $-   ,hold,919.314744, $-   ,hold,803.4457002, $-   ,hold,1393.301009, $-   
649,2021-04-15T04:35:00Z,0.133866,0.136026,0.138131,0.129988,0,reg,FALSE,DOGEUSD,hold,30405.32041, $-   ,hold,919.314744, $-   ,hold,803.4457002, $-   ,hold,1393.301009, $-   
650,2021-04-15T04:40:00Z,0.136626,0.137608,0.14111,0.132765,0,reg,FALSE,DOGEUSD,hold,30405.32041, $-   ,hold,919.314744, $-   ,sell,0, $109.77 ,hold,1393.301009, $-   
651,2021-04-15T04:45:00Z,0.137608,0.1406,0.141344,0.134136,0,reg,FALSE,DOGEUSD,hold,30405.32041, $-   ,sell,0, $126.51 ,sell,0, $109.77 ,hold,1393.301009, $-   
652,2021-04-15T04:50:00Z,0.1406,0.139982,0.145401,0.135497,0,reg,FALSE,DOGEUSD,sell,0," $4,274.99 ",hold,0, $126.51 ,hold,0, $109.77 ,hold,1393.301009, $-   
653,2021-04-15T04:55:00Z,0.139982,0.137091,0.142865,0.132265,0,reg,FALSE,DOGEUSD,hold,0," $4,274.99 ",hold,0, $126.51 ,hold,0, $109.77 ,buy,1393.301009, $-   
654,2021-04-15T05:00:00Z,0.13996,0.138449,0.141612,0.13471,0,reg,FALSE,DOGEUSD,hold,0," $4,274.99 ",buy,903.8658424, $-   ,buy,784.3067464, $-   ,buy,1393.301009, $-   
655,2021-04-15T05:05:00Z,0.138449,0.139698,0.141989,0.134235,0,reg,FALSE,DOGEUSD,buy,30877.70984, $-   ,hold,903.8658424, $-   ,hold,784.3067464, $-   ,buy,1393.301009, $-   
656,2021-04-15T05:10:00Z,0.139698,0.142221,0.143981,0.13554,0,reg,FALSE,DOGEUSD,hold,30877.70984, $-   ,hold,903.8658424, $-   ,hold,784.3067464, $-   ,hold,1393.301009, $-   
657,2021-04-15T05:15:00Z,0.142842,0.139933,0.143321,0.134533,0,reg,FALSE,DOGEUSD,sell,0," $4,410.63 ",hold,903.8658424, $-   ,hold,784.3067464, $-   ,hold,1393.301009, $-   
658,2021-04-15T05:20:00Z,0.139933,0.140113,0.14295,0.135799,0,reg,FALSE,DOGEUSD,hold,0," $4,410.63 ",hold,903.8658424, $-   ,hold,784.3067464, $-   ,buy,1393.301009, $-   
659,2021-04-15T05:25:00Z,0.139227,0.139358,0.142332,0.13423,0,reg,FALSE,DOGEUSD,buy,31679.44314, $-   ,buy,903.8658424, $-   ,buy,784.3067464, $-   ,buy,1393.301009, $-   
660,2021-04-15T05:30:00Z,0.139358,0.138336,0.141659,0.135353,0,reg,FALSE,DOGEUSD,sell,0," $4,414.78 ",hold,903.8658424, $-   ,sell,0, $109.30 ,hold,1393.301009, $-   
661,2021-04-15T05:35:00Z,0.138336,0.138177,0.140758,0.133968,0,reg,FALSE,DOGEUSD,buy,31913.48482, $-   ,hold,903.8658424, $-   ,hold,0, $109.30 ,buy,1393.301009, $-   
662,2021-04-15T05:40:00Z,0.138879,0.136715,0.140237,0.132347,0,reg,FALSE,DOGEUSD,sell,0," $4,432.11 ",hold,903.8658424, $-   ,hold,0, $109.30 ,hold,1393.301009, $-   
663,2021-04-15T05:45:00Z,0.136715,0.138309,0.141053,0.134433,0,reg,FALSE,DOGEUSD,buy,32418.62897, $-   ,hold,903.8658424, $-   ,hold,0, $109.30 ,buy,1393.301009, $-   
664,2021-04-15T05:50:00Z,0.138309,0.138573,0.141225,0.134738,0,reg,FALSE,DOGEUSD,hold,32418.62897, $-   ,hold,903.8658424, $-   ,hold,0, $109.30 ,hold,1393.301009, $-   
665,2021-04-15T05:55:00Z,0.138573,0.136851,0.140871,0.134145,0,reg,FALSE,DOGEUSD,sell,0," $4,492.35 ",sell,0, $125.25 ,sell,0, $109.30 ,hold,1393.301009, $-   
666,2021-04-15T06:00:00Z,0.136142,0.138098,0.140023,0.132546,0,reg,FALSE,DOGEUSD,buy,32997.50754, $-   ,hold,0, $125.25 ,hold,0, $109.30 ,buy,1393.301009, $-   
667,2021-04-15T06:05:00Z,0.138098,0.138055,0.140652,0.133918,0,reg,FALSE,DOGEUSD,sell,0," $4,556.89 ",hold,0, $125.25 ,hold,0, $109.30 ,hold,1393.301009, $-   
668,2021-04-15T06:10:00Z,0.138055,0.13728,0.140418,0.133366,0,reg,FALSE,DOGEUSD,hold,0," $4,556.89 ",hold,0, $125.25 ,hold,0, $109.30 ,buy,1393.301009, $-   
669,2021-04-15T06:15:00Z,0.13728,0.137208,0.139105,0.134148,0,reg,FALSE,DOGEUSD,buy,33194.1273, $-   ,hold,0, $125.25 ,hold,0, $109.30 ,buy,1393.301009, $-   
670,2021-04-15T06:20:00Z,0.137855,0.137108,0.140038,0.133037,0,reg,FALSE,DOGEUSD,sell,0," $4,575.98 ",hold,0, $125.25 ,hold,0, $109.30 ,hold,1393.301009, $-   
671,2021-04-15T06:25:00Z,0.136489,0.134103,0.138956,0.130891,0,reg,FALSE,DOGEUSD,hold,0," $4,575.98 ",hold,0, $125.25 ,hold,0, $109.30 ,buy,1393.301009, $-   
672,2021-04-15T06:30:00Z,0.134103,0.132453,0.13573,0.129477,0,reg,FALSE,DOGEUSD,hold,0," $4,575.98 ",hold,0, $125.25 ,hold,0, $109.30 ,buy,1393.301009, $-   
673,2021-04-15T06:35:00Z,0.132453,0.132695,0.135238,0.128624,0,reg,FALSE,DOGEUSD,buy,34547.92583, $-   ,hold,0, $125.25 ,buy,825.1939901, $-   ,buy,1393.301009, $-   
674,2021-04-15T06:40:00Z,0.133329,0.13436,0.13714,0.131357,0,reg,FALSE,DOGEUSD,hold,34547.92583, $-   ,hold,0, $125.25 ,hold,825.1939901, $-   ,hold,1393.301009, $-   
675,2021-04-15T06:45:00Z,0.13436,0.133515,0.137416,0.13136,0,reg,FALSE,DOGEUSD,sell,0," $4,641.86 ",hold,0, $125.25 ,sell,0, $110.87 ,hold,1393.301009, $-   
676,2021-04-15T06:50:00Z,0.133515,0.134739,0.13623,0.13115,0,reg,FALSE,DOGEUSD,buy,34766.5754, $-   ,hold,0, $125.25 ,hold,0, $110.87 ,buy,1393.301009, $-   
677,2021-04-15T06:55:00Z,0.13539,0.137208,0.13922,0.131342,0,reg,FALSE,DOGEUSD,hold,34766.5754, $-   ,hold,0, $125.25 ,hold,0, $110.87 ,hold,1393.301009, $-   
678,2021-04-15T07:00:00Z,0.137208,0.136409,0.139837,0.132019,0,reg,FALSE,DOGEUSD,sell,0," $4,770.25 ",hold,0, $125.25 ,sell,0, $110.87 ,hold,1393.301009, $-   
