,time,mark,ask,bid,vol
0,44309.768375691194,48058.679798,48072.079596,48045.28,0.0
1,44309.769077581645,47996.70373,48011.65,47981.757461,0.0
2,44309.76977868174,47991.125,48007.93,47974.32,0.0
3,44309.77047941661,47981.653512,47995.497024,47967.81,0.0
4,44309.77118014718,47976.147956,47996.685912,47955.61,0.0
5,44309.771880749,47842.376585,47866.84317,47817.91,0.0
6,44309.77258129269,47812.698708,47835.353974,47790.043443,0.0
7,44309.77328224647,47828.545,47845.29,47811.8,0.0
8,44309.77398260913,47866.549287,47890.650872,47842.447703,0.0
9,44309.774683416916,48021.378575,48043.46,47999.29715,0.0
10,44309.77538463043,48150.989588,48175.6863,48126.292876,0.0
11,44309.77608667219,48175.561336,48191.232672,48159.89,0.0
12,44309.77678743259,48178.19,48195.06,48161.32,0.0
13,44309.77748888573,48217.923847,48234.6,48201.247694,0.0
14,44309.778191111924,48243.254036,48259.92,48226.588072,0.0
15,44309.77890488449,48261.854758,48283.999517,48239.71,0.0
16,44309.779608741315,48344.357203,48366.644406,48322.07,0.0
17,44309.780310367154,48529.461458,48542.72,48516.202916,0.0
18,44309.78101149239,48480.204816,48501.439632,48458.97,0.0
19,44309.7817130895,48627.224807,48638.829614,48615.62,0.0
20,44309.78241506699,48791.419816,48816.47,48766.369633,0.0
21,44309.783116722094,48719.721685,48735.403371,48704.04,0.0
22,44309.783817932046,48671.494954,48686.93,48656.059909,0.0
23,44309.78451896325,48618.80654,48641.17308,48596.44,0.0
24,44309.78522105616,48601.978782,48618.037564,48585.92,0.0
25,44309.785922756884,48572.965,48589.97,48555.96,0.0
26,44309.786625836954,48583.448194,48599.776388,48567.12,0.0
27,44309.78732709312,48577.609156,48588.958312,48566.26,0.0
28,44309.78802831508,48829.301226,48849.952453,48808.65,0.0
29,44309.78872969228,48708.41,48725.46,48691.36,0.0
30,44309.789434677165,48651.655,48668.69,48634.62,0.0
31,44309.79013795901,48612.513362,48618.37,48606.656724,0.0
32,44309.790838840156,48653.044291,48665.108583,48640.98,0.0
33,44309.79154026281,48678.867801,48694.5,48663.235603,0.0
34,44309.79224154773,48767.615,48784.69,48750.54,0.0
35,44309.792945101275,48674.411509,48698.403018,48650.42,0.0
36,44309.793647656326,48689.012157,48705.424314,48672.6,0.0
37,44309.79434906278,48722.87,48741.58,48704.16,0.0
38,44309.795051709756,48697.287134,48720.230651,48674.343617,0.0
39,44309.79575307603,48662.74,48679.78,48645.7,0.0
40,44309.79645672159,48643.7,48660.73,48626.67,0.0
41,44309.79715859611,48630.795,48644.91,48616.68,0.0
42,44309.7978594542,48609.7,48626.72,48592.68,0.0
43,44309.798560560295,48581.071617,48603.491418,48558.651817,0.0
44,44309.799261903136,48627.243455,48649.6,48604.88691,0.0
45,44309.79996298055,48606.600796,48622.511593,48590.69,0.0
46,44309.80066469876,48617.835192,48640.036566,48595.633819,0.0
47,44309.801368927154,48618.986751,48632.493503,48605.48,0.0
48,44309.80206994115,48636.813672,48653.02,48620.607344,0.0
49,44309.80277157825,48733.544009,48753.538018,48713.55,0.0
50,44309.803473527,48656.581362,48672.64,48640.522724,0.0
51,44309.80417615121,48561.71,48578.71,48544.71,0.0
52,44309.804878008,48652.381975,48667.593951,48637.17,0.0
53,44309.80557996239,48649.02,48666.05,48631.99,0.0
54,44309.806293142705,48678.361173,48694.692346,48662.03,0.0
55,44309.80699469895,48678.66805,48695.1761,48662.16,0.0
56,44309.80769646323,48728.90143,48740.03286,48717.77,0.0
57,44309.80839808305,48740.184849,48756.579698,48723.79,0.0
58,44309.80910002591,48797.995369,48813.71,48782.280739,0.0
59,44309.809801466996,48813.16438,48830.088761,48796.24,0.0
60,44309.810503652574,48866.79527,48874.81,48858.780541,0.0
61,44309.81120747186,48968.653855,48981.12771,48956.18,0.0
62,44309.81190937446,49192.002444,49196.76,49187.244889,0.0
63,44309.81261123088,49062.49603,49074.97206,49050.02,0.0
64,44309.81331249889,49153.765492,49168.930985,49138.6,0.0
65,44309.81401417061,49047.965,49065.14,49030.79,0.0
66,44309.814715975175,49052.715,49069.89,49035.54,0.0
67,44309.81541821066,49002.67,49019.81,48985.53,0.0
68,44309.81611943652,48981.207793,48999.815586,48962.6,0.0
69,44309.816821003646,48920.438331,48940.83,48900.046663,0.0
70,44309.8175218778,48989.545,49006.7,48972.39,0.0
71,44309.81822696491,49015.939169,49032.05,48999.828338,0.0
72,44309.818930778136,48950.859871,48965.55,48936.169743,0.0
73,44309.81963198565,48972.44654,48989.003081,48955.89,0.0
74,44309.82033328922,48954.62,48971.76,48937.48,0.0
75,44309.821034751054,48960.117261,48977.314522,48942.92,0.0
76,44309.821736154314,48974.18125,48988.372501,48959.99,0.0
77,44309.822437124654,49028.067568,49046.13,49010.005136,0.0
