,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol,action,pp1,pp2,pp3,pp4,bin,buy,hold,sell,,bin,buy,hold,sell,buy,hold,sell,,bin,buy,hold,sell,buy,hold,sell,buy,hold,sell,buy,hold,sell
10,4/14/2021 21:20,55749.975,62511.89,62830.135,62219.155,0,reg,FALSE,BTCUSD,sell,1.304421032,1.513943006,1.736381104,1.930518584,81,,,81,,11,0,0,0,,,,,11,0,0,0,0,0,0,0,0,0,,,
11,4/14/2021 21:25,55444.835,62592.825,62925.76985,62317.905,0,reg,FALSE,BTCUSD,hold,-1.585004628,-1.664309182,-1.830673262,-2.054623317,1,,1,,,12,0,0,0,,,,,12,0,0,0,0,0,0,0,0,0,,,
12,4/14/2021 21:30,55386.79,62756.75324,62930.48828,62490.11511,0,reg,FALSE,BTCUSD,buy,-0.301822149,0.739113107,1.384371237,1.851865629,27,27,,,,13,7,3,0,70%,30%,0%,,13,15,4,0,7,3,0,22,7,0,76%,24%,0%
13,4/14/2021 21:35,55496.04,62666.86075,62967.92317,62521.03486,0,reg,FALSE,BTCUSD,sell,0.566959373,0.500418157,-0.137488291,-0.876591089,76,,,76,,14,11,3,0,79%,21%,0%,,14,18,6,0,11,3,0,29,9,0,76%,24%,0%
14,4/14/2021 21:40,55431.775,62766.955,62981.58361,62518.09395,0,reg,FALSE,BTCUSD,hold,-0.333893691,-0.518891364,-0.587122284,-0.258989179,1,,1,,,15,7,1,0,88%,13%,0%,,15,6,6,0,7,1,0,13,7,0,65%,35%,0%
15,4/14/2021 21:45,55413.11,62927.88,62959.495,62427.38,0,reg,FALSE,BTCUSD,hold,-0.097008091,0.136446106,0.377474383,0.555607681,45,,45,,,16,0,0,0,,,,,16,0,0,0,0,0,0,0,0,0,,,
16,4/14/2021 21:50,55345.575,62580.92,62807.81,62352.89393,0,reg,FALSE,BTCUSD,hold,-0.351429722,-0.14654686,-0.163003948,-0.311315519,13,,13,,,17,2,2,0,50%,50%,0%,,17,5,2,0,2,2,0,7,4,0,64%,36%,0%
17,4/14/2021 21:55,55309.465,62786.015,63077.79,62474.795,0,reg,FALSE,BTCUSD,buy,-0.18802713,0.094119892,0.138624049,0.173737726,41,41,,,,18,35,15,0,70%,30%,0%,,18,38,36,0,35,15,0,73,51,0,59%,41%,0%
18,4/14/2021 22:00,55528.235,62823.745,62944.12,62347.01137,0,reg,FALSE,BTCUSD,sell,1.134661674,0.761868752,0.384623343,0.141695594,80,,,80,,19,1,0,0,100%,0%,0%,,19,0,0,0,1,0,0,1,0,0,100%,0%,0%
19,4/14/2021 22:05,55314.535,62615.075,62964.99,62347.135,0,reg,FALSE,BTCUSD,hold,-1.112647877,-1.2944503,-1.184439772,-0.903780354,1,,1,,,20,0,0,0,,,,,20,0,0,0,0,0,0,0,0,0,,,
20,4/14/2021 22:10,55189.955,62788.58,63072.67,62454.205,0,reg,FALSE,BTCUSD,buy,-0.650100911,0.266427052,0.899065356,1.200098955,27,27,,,,21,0,0,0,,,,,21,0,0,0,0,0,0,0,0,0,,,
21,4/14/2021 22:15,55490.77,62957.23,63052.88,62521.2,0,reg,FALSE,BTCUSD,hold,1.561245589,1.273735583,0.580209713,-0.18366085,80,,80,,,22,0,3,0,0%,100%,0%,,22,1,3,0,0,3,0,1,6,0,14%,86%,0%
22,4/14/2021 22:20,55532.9,62960.12,63057.645,62466.135,0,reg,FALSE,BTCUSD,sell,0.218491021,-0.773426632,-1.179165437,-1.013400087,55,,,55,,23,1,0,0,100%,0%,0%,,23,1,1,0,1,0,0,2,1,0,67%,33%,0%
23,4/14/2021 22:25,55484.315,62968.14,63049.6,62418.765,0,reg,FALSE,BTCUSD,hold,-0.252188028,-0.271111132,0.289333728,0.845855518,9,,9,,,24,0,0,0,,,,,24,0,0,0,0,0,0,0,0,0,,,
24,4/14/2021 22:30,55258,62691.88,63023.145,62455.37,0,reg,FALSE,BTCUSD,buy,-1.179534548,-0.534151596,-0.151511308,-0.253926741,4,4,,,,25,0,0,0,,,,,25,0,1,0,0,0,0,0,1,0,0%,100%,0%
25,4/14/2021 22:35,55407.405,62575.27,63114.135,62449.3,0,reg,FALSE,BTCUSD,hold,0.776586452,1.126725697,0.956665322,0.638309739,81,,81,,,26,4,0,0,100%,0%,0%,,26,3,3,0,4,0,0,7,3,0,70%,30%,0%
26,4/14/2021 22:40,55662.23,62673.485,63132.62,62548.58,0,reg,FALSE,BTCUSD,sell,1.31848113,0.312131334,-0.469206352,-0.821302083,73,,,73,,27,50,24,0,68%,32%,0%,,27,48,16,0,50,24,0,98,40,0,71%,29%,0%
27,4/14/2021 22:45,55502.625,62817.27,63278.705,62676.5,0,reg,FALSE,BTCUSD,buy,-0.828181371,-1.236477602,-0.891998748,-0.24352842,1,1,,,,28,26,46,29,26%,46%,29%,,28,27,41,28,26,46,29,53,87,57,27%,44%,29%
28,4/14/2021 22:50,55574.23,63030.235,63211.475,62635.16207,0,reg,FALSE,BTCUSD,sell,0.371075586,0.690772006,1.110095773,1.153206443,81,,,81,,29,5,2,6,38%,15%,46%,,29,2,10,5,5,2,6,7,12,11,23%,40%,37%
29,4/14/2021 22:55,55567.37,62925.9,63170.19,62620.645,0,reg,FALSE,BTCUSD,buy,-0.035554679,-0.234219033,-0.532794839,-0.946304993,28,28,,,,30,1,0,0,100%,0%,0%,,30,0,1,1,1,0,0,1,1,1,33%,33%,33%
30,4/14/2021 23:00,55658.255,62840.83,63185.175,62608.695,0,reg,FALSE,BTCUSD,sell,0.470278487,0.291359903,0.302733467,0.481264304,81,,,81,,31,0,0,0,,,,,31,0,0,0,0,0,0,0,0,0,,,
31,4/14/2021 23:05,55629.555,62720.805,63232.56,62638.455,0,reg,FALSE,BTCUSD,buy,-0.148582889,-0.356464153,-0.373146657,-0.389306952,28,28,,,,32,2,2,2,33%,33%,33%,,32,2,2,0,2,2,2,4,4,2,40%,40%,20%
32,4/14/2021 23:10,55706.14,62931.96,63118.445,62636.055,0,reg,FALSE,BTCUSD,sell,0.395943427,0.313647158,0.385984115,0.437259324,81,,,81,,33,2,4,3,22%,44%,33%,,33,3,6,1,2,4,3,5,10,4,26%,53%,21%
33,4/14/2021 23:15,55506.375,62973.385,63158.9,62479.6,0,reg,FALSE,BTCUSD,hold,-1.036499322,-0.825087024,-0.655910889,-0.600131523,1,,1,,,34,0,0,0,,,,,34,0,0,0,0,0,0,0,0,0,,,
34,4/14/2021 23:20,55489.83,62669.35,63138.845,62646.475,0,reg,FALSE,BTCUSD,buy,-0.08587087,0.547561989,0.790645832,0.833216672,54,54,,,,35,0,0,0,,,,,35,0,0,0,0,0,0,0,0,0,,,
35,4/14/2021 23:25,55706.97,63126.9,63269.56,62714.83,0,reg,FALSE,BTCUSD,hold,1.122594173,0.696075864,0.085543992,-0.406138659,76,,76,,,36,4,1,0,80%,20%,0%,,36,2,2,1,4,1,0,6,3,1,60%,30%,10%
36,4/14/2021 23:30,55860.89,62883.695,63318.17,62715.775,0,reg,FALSE,BTCUSD,sell,0.79355986,-0.189523765,-0.510105387,-0.343094043,64,,,64,,37,5,17,8,17%,57%,27%,,37,4,9,4,5,17,8,9,26,12,19%,55%,26%
37,4/14/2021 23:35,55782.1,62915.39,63152.2,62587.635,0,reg,FALSE,BTCUSD,hold,-0.406788557,-0.691400687,-0.289081107,0.127309985,2,,2,,,38,0,2,2,0%,50%,50%,,38,0,1,0,0,2,2,0,3,2,0%,60%,40%
38,4/14/2021 23:40,55588.29,62771.04,63017.57,62522.76299,0,reg,FALSE,BTCUSD,buy,-1.004119394,-0.344062562,0.20006676,0.281749172,9,9,,,,39,0,0,0,,,,,39,0,0,0,0,0,0,0,0,0,,,
39,4/14/2021 23:45,55644.7,62660.51,63075.975,62469.205,0,reg,FALSE,BTCUSD,hold,0.291960959,0.746542282,0.62818839,0.246598058,81,,81,,,40,5,4,4,38%,31%,31%,,40,3,7,4,5,4,4,8,11,8,30%,41%,30%
40,4/14/2021 23:50,55923.675,62569.915,62954.51,62336.765,0,reg,FALSE,BTCUSD,sell,1.4366867,0.659362027,-0.050215827,-0.390760829,76,,,76,,41,5,13,5,22%,57%,22%,,41,9,13,7,5,13,5,14,26,12,27%,50%,23%
41,4/14/2021 23:55,55812.92,62571.45,63202.43,62397.13,0,reg,FALSE,BTCUSD,hold,-0.571506382,-1.156719214,-1.046062794,-0.573607852,1,,1,,,42,4,4,7,27%,27%,47%,,42,1,7,1,4,4,7,5,11,8,21%,46%,33%
42,4/15/2021 0:00,55692.59,62775.79,63575.455,62754.965,0,reg,FALSE,BTCUSD,buy,-0.622255852,-0.029231695,0.649432811,0.976605469,18,18,,,,43,0,0,0,,,,,43,1,0,0,0,0,0,1,0,0,100%,0%,0%
43,4/15/2021 0:05,55708.02,63224.855,63499.6,62953.59,0,reg,FALSE,BTCUSD,hold,0.079770202,0.404367007,0.249752853,-0.230215656,52,,52,,,44,0,2,1,0%,67%,33%,,44,2,2,0,0,2,1,2,4,1,29%,57%,14%
44,4/15/2021 0:10,55748.26,63334.56,63422.46,62885.92583,0,reg,FALSE,BTCUSD,hold,0.20788308,0.073793018,-0.190410618,-0.253534159,67,,67,,,45,6,12,6,25%,50%,25%,,45,8,11,6,6,12,6,14,23,12,29%,47%,24%
45,4/15/2021 0:15,55844.245,63290.65,63485.03,62919,0,reg,FALSE,BTCUSD,hold,0.495013945,0.165387378,0.052758352,0.140065327,68,,68,,,46,0,0,0,,,,,46,0,2,1,0,0,0,0,2,1,0%,67%,33%
46,4/15/2021 0:20,55875.585,63093.86,63540.845,62927.595,0,reg,FALSE,BTCUSD,hold,0.161536027,-0.192083281,-0.205903099,-0.148988996,38,,38,,,47,0,0,0,,,,,47,0,0,0,0,0,0,0,0,0,,,
47,4/15/2021 0:25,56076.45,63404.765,63538.47,62884.22,0,reg,FALSE,BTCUSD,hold,1.031611667,0.501163569,0.399310186,0.348602853,81,,81,,,48,0,0,0,,,,,48,0,0,0,0,0,0,0,0,0,,,
48,4/15/2021 0:30,56142.705,63173.08,63467.15,62864.32,0,reg,FALSE,BTCUSD,sell,0.339873898,-0.398440955,-0.518172205,-0.528469857,55,,,55,,49,2,2,3,29%,29%,43%,,49,1,4,4,2,2,3,3,6,7,19%,38%,44%
49,4/15/2021 0:35,56112.565,63254.415,63396.325,62764.63,0,reg,FALSE,BTCUSD,buy,-0.154694764,-0.28487155,0.065415977,0.336146793,33,33,,,,50,0,2,1,0%,67%,33%,,50,2,6,2,0,2,1,2,8,3,15%,62%,23%
50,4/15/2021 0:40,56286.395,62823.285,63294.645,61597.355,0,reg,FALSE,BTCUSD,sell,0.889434115,0.601418234,0.510502915,0.256370076,81,,,81,,51,0,0,0,,,,,51,0,0,0,0,0,0,0,0,0,,,
51,4/15/2021 0:45,56256.145,62622.705,63187.565,61684.475,0,reg,FALSE,BTCUSD,buy,-0.154863082,-0.601515186,-0.692889651,-0.693154118,28,28,,,,52,0,1,0,0%,100%,0%,,52,0,0,1,0,1,0,0,1,1,0%,50%,50%
52,4/15/2021 0:50,56281.85,63017.965,63206.11,62661.66,0,reg,FALSE,BTCUSD,sell,0.131535122,0.164965366,0.441492798,0.653404291,45,,,45,,53,8,4,1,62%,31%,8%,,53,2,7,2,8,4,1,10,11,3,42%,46%,13%
53,4/15/2021 0:55,56211.325,63020.55,63171.125,61482.825,0,reg,FALSE,BTCUSD,buy,-0.361336438,-0.283894018,-0.258543005,-0.403220622,1,1,,,,54,27,35,27,30%,39%,30%,,54,18,44,29,27,35,27,45,79,56,25%,44%,31%
54,4/15/2021 1:00,56253.505,62867.485,63036.82,61712.625,0,reg,FALSE,BTCUSD,sell,0.215948144,0.33251592,0.355052125,0.353430795,81,,,81,,55,0,23,46,0%,33%,67%,,55,0,15,42,0,23,46,0,38,88,0%,30%,70%
55,4/15/2021 1:05,55969.42,62948.015,63052.355,62405.71647,0,reg,FALSE,BTCUSD,buy,-1.461806821,-0.966386859,-0.748168,-0.635454791,1,1,,,,56,0,2,1,0%,67%,33%,,56,0,1,5,0,2,1,0,3,6,0%,33%,67%
56,4/15/2021 1:10,56041.07,62645.37,62930.225,61765.42,0,reg,FALSE,BTCUSD,hold,0.368215668,1.054092954,1.163796373,1.10129148,81,,81,,,57,0,0,1,0%,0%,100%,,57,0,0,1,0,0,1,0,0,2,0%,0%,100%
57,4/15/2021 1:15,56125.57,62890.5,63111.27,61838.83,0,reg,FALSE,BTCUSD,hold,0.433599159,0.037660891,-0.585464868,-1.007574474,64,,64,,,58,0,0,0,,,,,58,0,0,0,0,0,0,0,0,0,,,
58,4/15/2021 1:20,56255.6,62798.96,63206.905,62066.31,0,reg,FALSE,BTCUSD,sell,0.665687328,0.133682785,0.055308611,0.369085524,69,,,69,,59,0,0,1,0%,0%,100%,,59,0,0,0,0,0,1,0,0,1,0%,0%,100%
59,4/15/2021 1:25,55948.015,63025.725,63195.26,62090.945,0,reg,FALSE,BTCUSD,buy,-1.583335528,-1.295437164,-0.82317309,-0.506005459,1,1,,,,60,0,1,1,0%,50%,50%,,60,0,0,2,0,1,1,0,1,3,0%,25%,75%
60,4/15/2021 1:30,56312.08,63022.55,63190.37,62842.47,0,reg,FALSE,BTCUSD,sell,1.861957862,1.984488995,1.889237469,1.562348483,81,,,81,,61,0,0,0,,,,,61,0,0,0,0,0,0,0,0,0,,,
61,4/15/2021 1:35,56214.41,63022.55,63204.935,62847.555,0,reg,FALSE,BTCUSD,buy,-0.500387001,-1.360710642,-1.926834993,-2.19805774,1,1,,,,62,0,0,0,,,,,62,0,0,0,0,0,0,0,0,0,,,
62,4/15/2021 1:40,56281.175,63178.515,63314.16,62848.795,0,reg,FALSE,BTCUSD,sell,0.341647451,0.485011844,1.063136151,1.722223377,81,,,81,,63,0,1,0,0%,100%,0%,,63,0,0,0,0,1,0,0,1,0,0%,100%,0%
