,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol,action,pp1,pp2,pp3,pp4,bin,buy,hold,sell,,bin,buy,hold,sell,buy,hold,sell,,bin,buy,hold,sell,buy,hold,sell,buy,hold,sell,buy,hold,sell
466,4/16/2021 11:20,55023.245,60158.1,60922.48,59865.19934,0,reg,FALSE,BTCUSD,hold,0.558640989,0.555732799,0.588273715,0.61665029,81,,81,,,,,,,,,,,,,,,,,,,,,,,
467,4/16/2021 11:25,55191.795,60526.535,61077.685,60171.09453,0,reg,FALSE,BTCUSD,sell,0.879522037,0.184827483,-0.213641462,-0.461903142,64,,,64,,,,,,,,,,,,,,,,,,,,,,
468,4/16/2021 11:30,55108.005,60490.325,61052.19,60230.99,0,reg,FALSE,BTCUSD,hold,-0.437895003,-0.758832216,-0.543547987,-0.190026158,2,,2,,,,,,,,,,,,,,,,,,,,,,,
469,4/16/2021 11:35,55039.66,60619.98,61125.54,60385.885,0,reg,FALSE,BTCUSD,buy,-0.357621395,0.046237598,0.463720212,0.580186482,18,18,,,,,,,,,,,,,,,,,,,,,,,,
470,4/16/2021 11:40,55249.405,60647.245,61130.35,60335.01862,0,reg,FALSE,BTCUSD,sell,1.093343178,0.835755595,0.454762366,-0.005159719,80,,,80,,,,,,,,,,,,,,,,,,,,,,
471,4/16/2021 11:45,55200.175,60534.71,61164.515,60341.29164,0,reg,FALSE,BTCUSD,buy,-0.256851359,-0.777712053,-0.929357364,-0.797252964,1,1,,,,,,,,,,,,,,,,,,,,,,,,
472,4/16/2021 11:50,55310.795,60791.96,61236.885,60383.625,0,reg,FALSE,BTCUSD,hold,0.575991722,0.479717615,0.724279489,0.952494828,81,,81,,,,,,,,,,,,,,,,,,,,,,,
473,4/16/2021 11:55,55352.26,60715.035,61241.48,60533.525,0,reg,FALSE,BTCUSD,hold,0.215744036,-0.207502666,-0.395838882,-0.645188181,55,,55,,,,,,,,,,,,,,,,,,,,,,,
474,4/16/2021 12:00,55463.145,60893.515,61119.915,60482.725,0,reg,FALSE,BTCUSD,sell,0.575785597,0.207383939,0.238974685,0.365652615,81,,,81,,,,,,,,,,,,,,,,,,,,,,
475,4/16/2021 12:05,55412.07,60725.53,61120.11,60432.43,0,reg,FALSE,BTCUSD,hold,-0.26545841,-0.484556548,-0.398557721,-0.367218666,1,,1,,,,,,,,,,,,,,,,,,,,,,,
476,4/16/2021 12:10,55089.705,60698.98,61231.715,60510.95971,0,reg,FALSE,BTCUSD,hold,-1.685271684,-0.817812444,-0.191955396,0.119002939,5,,5,,,,,,,,,,,,,,,,,,,,,,,
477,4/16/2021 12:15,55021.605,60718.125,61229.04,60446.235,0,reg,FALSE,BTCUSD,hold,-0.356456341,0.765397638,0.911929008,0.635837417,27,,27,,,,,,,,,,,,,,,,,,,,,,,
478,4/16/2021 12:20,54910.085,60755.825,61058.63,60455.61615,0,reg,FALSE,BTCUSD,buy,-0.584915503,-0.131592477,-0.516666305,-0.8228709,10,10,,,,,,,,,,,,,,,,,,,,,,,,
479,4/16/2021 12:25,54915.275,60737.135,61132.335,60518.405,0,reg,FALSE,BTCUSD,hold,0.027218656,0.352589276,0.27888869,0.458239678,54,,54,,,,,,,,,,,,,,,,,,,,,,,
480,4/16/2021 12:30,55058.995,60902.7,61401.42,60701.435,0,reg,FALSE,BTCUSD,hold,0.751763812,0.417338009,0.03729527,-0.139157809,77,,77,,,,,,,,,,,,,,,,,,,,,,,
481,4/16/2021 12:35,55246.94,61152.785,61292.855,60681.325,0,reg,FALSE,BTCUSD,sell,0.979749468,0.131319738,-0.164746524,-0.116376074,68,,,68,,,,,,,,,,,,,,,,,,,,,,
482,4/16/2021 12:40,55077.31,60906.465,61211.09,60627.83,0,reg,FALSE,BTCUSD,hold,-0.886997567,-1.07524629,-0.694982031,-0.305415652,1,,1,,,,,,,,,,,,,,,,,,,,,,,
483,4/16/2021 12:45,54830.42,60863.695,61252.025,60651.3429,0,reg,FALSE,BTCUSD,hold,-1.29680422,-0.236048633,0.483377851,0.678735293,9,,9,,,,,,,,,,,,,,,,,,,,,,,
484,4/16/2021 12:50,54677.73,61020.84,61187.005,60654.195,0,reg,FALSE,BTCUSD,buy,-0.804252847,0.283709591,0.299380737,-0.105982338,26,26,,,,,,,,,,,,,,,,,,,,,,,,
485,4/16/2021 12:55,54735.41,60916.43,61153.245,60553.4168,0,reg,FALSE,BTCUSD,hold,0.303493479,0.638061883,0.20410692,-0.054877719,80,,80,,,,,,,,,,,,,,,,,,,,,,,
486,4/16/2021 13:00,54871.465,60676.895,61100.07,60235.82,0,reg,FALSE,BTCUSD,sell,0.714102312,0.236510688,-0.231293488,-0.250790635,73,,,73,,,,,,,,,,,,,,,,,,,,,,
487,4/16/2021 13:05,54566.32,60678.88,61060.935,60418.55217,0,reg,FALSE,BTCUSD,buy,-1.610549509,-1.338999448,-0.907493837,-0.389491401,1,1,,,,,,,,,,,,,,,,,,,,,,,,
488,4/16/2021 13:10,54577.525,60885.44,61252.59335,60011.9,0,reg,FALSE,BTCUSD,sell,0.059127635,0.961734036,1.325222488,1.286044605,54,,,54,,,,,,,,,,,,,,,,,,,,,,
489,4/16/2021 13:15,54485.395,61173.93,61367.655,60815.10669,0,reg,FALSE,BTCUSD,hold,-0.486982612,-0.314559502,-0.735145077,-1.186771716,1,,1,,,,,,,,,,,,,,,,,,,,,,,
490,4/16/2021 13:20,54132.87,61092.395,61408.395,60823.35,0,reg,FALSE,BTCUSD,buy,-1.875518518,-0.799796682,-0.279496616,0.262453514,3,3,,,,,,,,,,,,,,,,,,,,,,,,
491,4/16/2021 13:25,54304.845,60932.605,61476.715,60805.68638,0,reg,FALSE,BTCUSD,hold,0.912051216,1.605640165,1.385531622,0.959056264,81,,81,,,,,,,,,,,,,,,,,,,,,,,
492,4/16/2021 13:30,54415.53,61315.15,61518.19,60930.4,0,reg,FALSE,BTCUSD,sell,0.585812176,-0.187913688,-1.03308702,-1.393124339,64,,,64,,,,,,,,,,,,,,,,,,,,,,
493,4/16/2021 13:35,54246.355,61215.87,63560.22,60869.78,0,reg,FALSE,BTCUSD,buy,-0.898169104,-0.854773218,-0.38411109,0.373810136,3,3,,,,,,,,,,,,,,,,,,,,,,,,
494,4/16/2021 13:40,54546.01,61060.935,63280.6,60703.95633,0,reg,FALSE,BTCUSD,sell,1.582162286,1.428670879,1.315263798,0.978839934,81,,,81,,,,,,,,,,,,,,,,,,,,,,
495,4/16/2021 13:45,54316.785,61015.57,62715.005,60464.04,0,reg,FALSE,BTCUSD,buy,-1.215403306,-1.611397783,-1.751079551,-1.766213771,1,1,,,,,,,,,,,,,,,,,,,,,,,,
496,4/16/2021 13:50,54351.46,60646.465,62428.94,60156.42611,0,reg,FALSE,BTCUSD,sell,0.183737474,0.805905089,1.392366452,1.810624896,54,,,54,,,,,,,,,,,,,,,,,,,,,,
497,4/16/2021 13:55,54141.995,60689.32,61007.25,60323.30547,0,reg,FALSE,BTCUSD,hold,-1.114216793,-0.747621659,-0.894831407,-1.317425968,1,,1,,,,,,,,,,,,,,,,,,,,,,,
498,4/16/2021 14:00,53762.605,60540.52,61339.18,60384.035,0,reg,FALSE,BTCUSD,buy,-2.032347947,-0.528843544,0.126016194,0.588008218,6,6,,,,,,,,,,,,,,,,,,,,,,,,
499,4/16/2021 14:05,53993.65,60869.17,61358.105,60662.11465,0,reg,FALSE,BTCUSD,sell,1.23238492,1.880486133,1.387773895,0.726772436,81,,,81,,,,,,,,,,,,,,,,,,,,,,
500,4/16/2021 14:10,53919.14,61096.06,61550.965,60754.045,0,reg,FALSE,BTCUSD,buy,-0.397982608,-0.939091695,-1.624076827,-1.734826014,1,1,,,,,,,,,,,,,,,,,,,,,,,,
501,4/16/2021 14:15,54058.215,60926.225,61365.94,60672.08158,0,reg,FALSE,BTCUSD,hold,0.740934565,0.656016293,0.918782202,1.464686802,81,,81,,,,,,,,,,,,,,,,,,,,,,,
502,4/16/2021 14:20,54094.6,60935.795,61843.635,60700.735,0,reg,FALSE,BTCUSD,sell,0.193713975,-0.31519906,-0.559420044,-0.851444494,28,,,28,,,,,,,,,,,,,,,,,,,,,,
503,4/16/2021 14:25,54076.48,61318.115,61935.62,61158.69,0,reg,FALSE,BTCUSD,buy,-0.096503323,-0.167165163,0.085267524,0.371340039,42,42,,,,,,,,,,,,,,,,,,,,,,,,
504,4/16/2021 14:30,54303.725,61649.805,61909.045,61076.86,0,reg,FALSE,BTCUSD,hold,1.205194672,0.749778046,0.528159289,0.255105657,81,,81,,,,,,,,,,,,,,,,,,,,,,,
505,4/16/2021 14:35,54548.47,61332.855,61606.71,61153.52,0,reg,FALSE,BTCUSD,hold,1.292182162,0.050104794,-0.403011792,-0.536354542,64,,64,,,,,,,,,,,,,,,,,,,,,,,
506,4/16/2021 14:40,54840.32,61331.735,61969.925,61125.48,0,reg,FALSE,BTCUSD,sell,1.532682524,0.138528208,0.050931887,0.261471559,69,,,69,,,,,,,,,,,,,,,,,,,,,,
507,4/16/2021 14:45,54473.925,61498.55,61672.22,61216.36649,0,reg,FALSE,BTCUSD,buy,-1.93710587,-1.998598113,-1.23098476,-0.738383987,1,1,,,,,,,,,,,,,,,,,,,,,,,,
508,4/16/2021 14:50,55022.24,61466.74284,61611.12471,61249.99066,0,reg,FALSE,BTCUSD,sell,2.8700162,2.768902315,2.746080249,2.290789447,81,,,81,,,,,,,,,,,,,,,,,,,,,,
509,4/16/2021 14:55,54869.85,61399.655,63515.455,61196.86,0,reg,FALSE,BTCUSD,hold,-0.799862218,-2.113849966,-2.812465311,-3.201722238,1,,1,,,,,,,,,,,,,,,,,,,,,,,
510,4/16/2021 15:00,54709.035,61585.415,63382.785,61067.305,0,reg,FALSE,BTCUSD,buy,-0.846564375,-0.026900442,1.202082927,2.312379787,18,18,,,,,,,,,,,,,,,,,,,,,,,,
511,4/16/2021 15:05,54760.6,61338.185,61900.855,61161.89,0,reg,FALSE,BTCUSD,sell,0.271193523,0.64382855,0.3863399,-0.469867984,79,,,79,,,,,,,,,,,,,,,,,,,,,,
512,4/16/2021 15:10,54578.22,61446.09,61877.9,61132.1,0,reg,FALSE,BTCUSD,buy,-0.962388292,-0.710543125,-0.780118084,-0.671879798,1,1,,,,,,,,,,,,,,,,,,,,,,,,
513,4/16/2021 15:15,54680.64,61402.01,61832.48,61088.465,0,reg,FALSE,BTCUSD,hold,0.539440651,0.865053472,0.90754364,0.972093154,81,,81,,,,,,,,,,,,,,,,,,,,,,,
514,4/16/2021 15:20,54887.725,61373.715,61655.89,61098.64,0,reg,FALSE,BTCUSD,hold,1.086590489,0.315158306,-0.316739615,-0.705187154,73,,73,,,,,,,,,,,,,,,,,,,,,,,
515,4/16/2021 15:25,54937.38,61284.575,63407.56,61057.235,0,reg,FALSE,BTCUSD,hold,0.260308009,-0.475938709,-0.455671881,-0.080024985,56,,56,,,,,,,,,,,,,,,,,,,,,,,
516,4/16/2021 15:30,55052.49,61352.18,62039.18,61315.04,0,reg,FALSE,BTCUSD,sell,0.602183116,0.196920061,0.387566651,0.485705394,72,,,72,,,,,,,,,,,,,,,,,,,,,,
517,4/16/2021 15:35,54926.345,61614.27,62681.955,61276.25,0,reg,FALSE,BTCUSD,buy,-0.661426862,-0.727839348,-0.53266142,-0.53005137,1,1,,,,,,,,,,,,,,,,,,,,,,,,
518,4/16/2021 15:40,55259.49,61509.335,62708.73,61264.67593,0,reg,FALSE,BTCUSD,sell,1.736276609,1.381077198,1.214735929,1.006500872,81,,,81,,,,,,,,,,,,,,,,,,,,,,
519,4/16/2021 15:45,55242.945,61505.195,62102.265,61265.015,0,reg,FALSE,BTCUSD,hold,-0.086254634,-1.049777997,-1.400172593,-1.50618731,28,,28,,,,,,,,,,,,,,,,,,,,,,,
520,4/16/2021 15:50,54949.015,61665.035,62173.685,61478.72,0,reg,FALSE,BTCUSD,hold,-1.540552457,-0.837675547,0.122171011,0.876869917,6,,6,,,,,,,,,,,,,,,,,,,,,,,
521,4/16/2021 15:55,54685.05,61880.775,62138.765,61539.895,0,reg,FALSE,BTCUSD,buy,-1.390177387,0.08661604,0.532391954,0.236287263,18,18,,,,,,,,,,,,,,,,,,,,,,,,
522,4/16/2021 16:00,54754.1,61891.01,62299.155,61522.08699,0,reg,FALSE,BTCUSD,hold,0.36319472,1.009942335,0.531835946,-0.00032026,80,,80,,,,,,,,,,,,,,,,,,,,,,,
523,4/16/2021 16:05,55037.085,61623.115,62101.775,61377.33548,0,reg,FALSE,BTCUSD,sell,1.480813889,0.643748641,-0.210927567,-0.427831783,73,,,73,,,,,,,,,,,,,,,,,,,,,,
524,4/16/2021 16:10,54679.34,61573.55,62037.285,61282.16108,0,reg,FALSE,BTCUSD,hold,-1.884268539,-1.938287481,-1.487252807,-0.735163339,1,,1,,,,,,,,,,,,,,,,,,,,,,,
525,4/16/2021 16:15,54643.02,61406.045,61952.735,61226.22693,0,reg,FALSE,BTCUSD,buy,-0.191427194,0.975076614,1.678097716,1.8232419,54,54,,,,,,,,,,,,,,,,,,,,,,,,
526,4/16/2021 16:20,54920.31,61536.755,62024.54,61314.6878,0,reg,FALSE,BTCUSD,hold,1.45409813,0.947822588,-0.015698319,-0.975626517,76,,76,,,,,,,,,,,,,,,,,,,,,,,
527,4/16/2021 16:25,54972.44,61492.315,61810.77,61201.35848,0,reg,FALSE,BTCUSD,sell,0.273108488,-0.680250033,-0.937769828,-0.531113189,55,,,55,,,,,,,,,,,,,,,,,,,,,,
528,4/16/2021 16:30,54850.965,61405.105,61773.77,61143.32556,0,reg,FALSE,BTCUSD,buy,-0.63781558,-0.524692264,0.089601275,0.591765756,6,6,,,,,,,,,,,,,,,,,,,,,,,,
529,4/16/2021 16:35,55414.215,61601.025,61960.74,61343.51,0,reg,FALSE,BTCUSD,sell,2.927335525,2.053527038,1.485054319,0.803780954,81,,,81,,,,,,,,,,,,,,,,,,,,,,
530,4/16/2021 16:40,55387.68,61538.005,61957.34,61289.53504,0,reg,FALSE,BTCUSD,hold,-0.137974365,-1.765618495,-2.199827824,-2.122492112,28,,28,,,,,,,,,,,,,,,,,,,,,,,
531,4/16/2021 16:45,55281.565,61494.91,62311.65,61424.615,0,reg,FALSE,BTCUSD,buy,-0.552826607,-0.238954892,0.879358236,1.773611172,9,9,,,,,,,,,,,,,,,,,,,,,,,,
532,4/16/2021 16:50,55503.415,61995.845,62190.415,61595.655,0,reg,FALSE,BTCUSD,hold,1.151150788,0.981490979,0.702976821,-0.101595695,80,,80,,,,,,,,,,,,,,,,,,,,,,,
533,4/16/2021 16:55,55817.255,61858.63,62220.28,61543.84,0,reg,FALSE,BTCUSD,sell,1.619318615,0.269664669,-0.410011955,-0.641081535,73,,,73,,,,,,,,,,,,,,,,,,,,,,
534,4/16/2021 17:00,55665.35,61976.535,62109.665,61542.87603,0,reg,FALSE,BTCUSD,buy,-0.785922301,-1.385418766,-0.953328057,-0.312950075,1,1,,,,,,,,,,,,,,,,,,,,,,,,
535,4/16/2021 17:05,55846.47,61938.435,62021.81994,61539.08563,0,reg,FALSE,BTCUSD,sell,0.934035044,0.990695431,1.368641779,1.337454627,81,,,81,,,,,,,,,,,,,,,,,,,,,,
536,4/16/2021 17:10,55733.78,61953.8,62163.77,61559.79773,0,reg,FALSE,BTCUSD,hold,-0.582316864,-0.873418698,-1.073729737,-1.406805992,1,,1,,,,,,,,,,,,,,,,,,,,,,,
537,4/16/2021 17:15,55704.065,61991.01,62229.83,61660.095,0,reg,FALSE,BTCUSD,buy,-0.153631876,0.246922553,0.645316561,0.990170669,54,54,,,,,,,,,,,,,,,,,,,,,,,,
538,4/16/2021 17:20,55756,62028.725,62160.225,61618.605,0,reg,FALSE,BTCUSD,sell,0.268263147,0.243011533,-0.002252747,-0.372999922,76,,,76,,,,,,,,,,,,,,,,,,,,,,
539,4/16/2021 17:25,55630.875,61666.945,62139.91,61538.98,0,reg,FALSE,BTCUSD,buy,-0.647769785,-0.527634968,-0.443892384,-0.254384431,1,1,,,,,,,,,,,,,,,,,,,,,,,,
540,4/16/2021 17:30,56000.96,61805.5,62248.995,61636.55755,0,reg,FALSE,BTCUSD,hold,1.90326166,1.469394114,1.150288752,0.918248336,81,,81,,,,,,,,,,,,,,,,,,,,,,,
541,4/16/2021 17:35,56056.14,61816.75,62043.57059,61550.51,0,reg,FALSE,BTCUSD,sell,0.283498649,-0.932983493,-1.3837695,-1.459617552,55,,,55,,,,,,,,,,,,,,,,,,,,,,
542,4/16/2021 17:40,56040.34,61725.325,62171.36,61566.38,0,reg,FALSE,BTCUSD,buy,-0.081198651,-0.210065645,0.416400681,1.036898025,36,36,,,,,,,,,,,,,,,,,,,,,,,,
543,4/16/2021 17:45,56251.635,61765.42,62108.18,61540.86402,0,reg,FALSE,BTCUSD,sell,1.081798954,0.66988662,0.506852504,0.05210025,80,,,80,,,,,,,,,,,,,,,,,,,,,,
544,4/16/2021 17:50,55975.35,61803.435,62164.21,61540.205,0,reg,FALSE,BTCUSD,buy,-1.42152001,-1.441911725,-1.216395848,-0.992591052,1,1,,,,,,,,,,,,,,,,,,,,,,,,
545,4/16/2021 17:55,56161.8,61977.725,62186.94,61499.645,0,reg,FALSE,BTCUSD,sell,0.9561232,1.369522487,1.619386104,1.633410402,81,,,81,,,,,,,,,,,,,,,,,,,,,,
546,4/16/2021 18:00,55968.225,61842.86,62058.42,61416.49421,0,reg,FALSE,BTCUSD,buy,-0.996093767,-1.124476974,-1.436543691,-1.760215564,1,1,,,,,,,,,,,,,,,,,,,,,,,,
547,4/16/2021 18:05,56126.655,61649.945,62034.885,61217.2,0,reg,FALSE,BTCUSD,sell,0.812944225,1.042005884,1.247894127,1.546236185,81,,,81,,,,,,,,,,,,,,,,,,,,,,
548,4/16/2021 18:10,56082.185,61563.32,61749.785,61254.57112,0,reg,FALSE,BTCUSD,buy,-0.228367707,-0.599795672,-0.945677695,-1.263497368,1,1,,,,,,,,,,,,,,,,,,,,,,,,
549,4/16/2021 18:15,56269.275,61630.585,61773.11,61101.205,0,reg,FALSE,BTCUSD,hold,0.957572673,0.683101659,0.738948863,0.970344899,81,,81,,,,,,,,,,,,,,,,,,,,,,,
550,4/16/2021 18:20,56411.765,61148.14,61531.135,61034.24,0,reg,FALSE,BTCUSD,sell,0.727456763,-0.132546764,-0.469813491,-0.696247115,64,,,64,,,,,,,,,,,,,,,,,,,,,,
551,4/16/2021 18:25,56114.09,61242.425,61625.985,61093.02,0,reg,FALSE,BTCUSD,hold,-1.527787407,-1.299020643,-0.671888955,-0.116395467,2,,2,,,,,,,,,,,,,,,,,,,,,,,
552,4/16/2021 18:30,55940.365,61435.27,61645.935,61089.23,0,reg,FALSE,BTCUSD,buy,-0.894395307,0.364833849,0.958380187,0.939035025,27,27,,,,,,,,,,,,,,,,,,,,,,,,
553,4/16/2021 18:35,56293.175,61285.295,61807.305,61225.81316,0,reg,FALSE,BTCUSD,sell,1.805001763,1.554852714,0.685450867,-0.157207288,80,,,80,,,,,,,,,,,,,,,,,,,,,,
554,4/16/2021 18:40,55999.365,61593.845,61901.14,61211.315,0,reg,FALSE,BTCUSD,buy,-1.511039989,-1.910040047,-1.995778228,-1.544387957,1,1,,,,,,,,,,,,,,,,,,,,,,,,
555,4/16/2021 18:45,56282.455,61705.83,61893.105,61313.79,0,reg,FALSE,BTCUSD,hold,1.448585,1.704743996,2.08211561,2.348866853,81,,81,,,,,,,,,,,,,,,,,,,,,,,
556,4/16/2021 18:50,56334.205,61636.54,61962.84,61358.895,0,reg,FALSE,BTCUSD,sell,0.264563954,-0.681996123,-1.37476231,-1.991161684,55,,,55,,,,,,,,,,,,,,,,,,,,,,
557,4/16/2021 18:55,56285.865,61770.785,62115.635,61576.965,0,reg,FALSE,BTCUSD,buy,-0.247343094,-0.294858459,0.222991294,0.920306075,9,9,,,,,,,,,,,,,,,,,,,,,,,,
558,4/16/2021 19:00,56320.005,61775.82,62139.02,61567.945,0,reg,FALSE,BTCUSD,hold,0.17457953,0.243027432,0.309822273,0.050014644,53,,53,,,,,,,,,,,,,,,,,,,,,,,
559,4/16/2021 19:05,56425.695,61596.33,62009.54,61547.685,0,reg,FALSE,BTCUSD,hold,0.539447852,0.210164153,-0.018929248,-0.189360876,77,,77,,,,,,,,,,,,,,,,,,,,,,,
560,4/16/2021 19:10,56429.94,61910.415,62067.98,61493.36309,0,reg,FALSE,BTCUSD,sell,0.021665095,-0.298242868,-0.292842445,-0.157774001,29,,,29,,,,,,,,,,,,,,,,,,,,,,
561,4/16/2021 19:15,56141.76,61754.625,62155.01,61498.05,0,reg,FALSE,BTCUSD,hold,-1.478326292,-0.863995038,-0.325873249,-0.019025743,2,,2,,,,,,,,,,,,,,,,,,,,,,,
562,4/16/2021 19:20,55998.25056,61655.31,61852.675,61280.465,0,reg,FALSE,BTCUSD,hold,-0.738071632,0.426386684,0.743259873,0.615820679,27,,27,,,,,,,,,,,,,,,,,,,,,,,
563,4/16/2021 19:25,55767.47685,61527.89,61812.375,61264.72441,0,reg,FALSE,BTCUSD,buy,-1.191784718,-0.261338737,-0.396129842,-0.656288475,1,1,,,,,,,,,,,,,,,,,,,,,,,,
564,4/16/2021 19:30,55999.46,61601.205,61886.025,61426.16,0,reg,FALSE,BTCUSD,hold,1.193067701,1.373674994,0.94176791,0.770629106,81,,81,,,,,,,,,,,,,,,,,,,,,,,
565,4/16/2021 19:35,56003.525,61737.68,62063.02,61459.66108,0,reg,FALSE,BTCUSD,hold,0.020904398,-0.675166063,-1.18013245,-1.222214609,28,,28,,,,,,,,,,,,,,,,,,,,,,,
566,4/16/2021 19:40,56379.05,61936.095,61984.59,61542.32543,0,reg,FALSE,BTCUSD,sell,1.918287021,1.092892389,1.018401667,1.26635565,81,,,81,,,,,,,,,,,,,,,,,,,,,,
567,4/16/2021 19:45,56187.52,61672.535,62015.825,61493.76,0,reg,FALSE,BTCUSD,buy,-0.981724056,-1.670406382,-1.591660094,-1.503395576,1,1,,,,,,,,,,,,,,,,,,,,,,,,
568,4/16/2021 19:50,56257.56,61911.2,62055.285,61575.725,0,reg,FALSE,BTCUSD,sell,0.35855661,0.772001663,1.406827032,1.727128583,81,,,81,,,,,,,,,,,,,,,,,,,,,,
569,4/16/2021 19:55,56190.105,61774.145,62024.34595,61571.52,0,reg,FALSE,BTCUSD,buy,-0.345737742,-0.405673547,-0.678340921,-1.201056742,1,1,,,,,,,,,,,,,,,,,,,,,,,,
570,4/16/2021 20:00,56270.63,61948.37,62062.675,61585.445,0,reg,FALSE,BTCUSD,sell,0.412136846,0.436535762,0.485112561,0.670149205,81,,,81,,,,,,,,,,,,,,,,,,,,,,
571,4/16/2021 20:05,56259.385,61920.03,62097.41082,61638.505,0,reg,FALSE,BTCUSD,hold,-0.057564796,-0.270548146,-0.407280331,-0.514018307,28,,28,,,,,,,,,,,,,,,,,,,,,,,
572,4/16/2021 20:10,56187.44,61885.345,62042.725,61582.63131,0,reg,FALSE,BTCUSD,buy,-0.368768536,-0.179253354,0.0525858,0.264882891,15,15,,,,,,,,,,,,,,,,,,,,,,,,
573,4/16/2021 20:15,56498.855,61746.07,62124.80512,61620.845,0,reg,FALSE,BTCUSD,sell,1.587421906,1.126765695,0.752266973,0.403016356,81,,,81,,,,,,,,,,,,,,,,,,,,,,
574,4/16/2021 20:20,56374.1,61790.38,62167.93204,61562.42424,0,reg,FALSE,BTCUSD,hold,-0.637339488,-1.281462564,-1.387139479,-1.232298117,1,,1,,,,,,,,,,,,,,,,,,,,,,,
575,4/16/2021 20:25,55962.115,61923.335,62143.695,61642.075,0,reg,FALSE,BTCUSD,hold,-2.12021436,-0.854135925,0.246140144,0.940769061,9,,9,,,,,,,,,,,,,,,,,,,,,,,
576,4/16/2021 20:30,55922.7,61942.92,62217.69,61670.305,0,reg,FALSE,BTCUSD,buy,-0.202985908,1.10432359,1.128072682,0.507993143,27,27,,,,,,,,,,,,,,,,,,,,,,,,
577,4/16/2021 20:35,56167.145,62018.515,62232.895,61753.98155,0,reg,FALSE,BTCUSD,sell,1.253404636,0.838880952,-0.152894959,-0.73783736,76,,,76,,,,,,,,,,,,,,,,,,,,,,
578,4/16/2021 20:40,55927.79,61954.435,62118.015,61629.435,0,reg,FALSE,BTCUSD,hold,-1.232557912,-1.431914429,-1.307978141,-0.665327913,1,,1,,,,,,,,,,,,,,,,,,,,,,,
579,4/16/2021 20:45,55891.02,61751.72,62221.035,61667.62,0,reg,FALSE,BTCUSD,buy,-0.189471582,0.600817725,1.170853719,1.42780715,54,54,,,,,,,,,,,,,,,,,,,,,,,,
580,4/16/2021 20:50,55918.105,61922.585,62303.74,61765.73596,0,reg,FALSE,BTCUSD,sell,0.13949829,0.189486646,-0.236926702,-0.810881523,37,,,37,,,,,,,,,,,,,,,,,,,,,,
581,4/16/2021 20:55,55838.21,62080.665,62242.39,61747.36818,0,reg,FALSE,BTCUSD,buy,-0.412079112,-0.317708583,-0.292144452,-0.031805424,2,2,,,,,,,,,,,,,,,,,,,,,,,,
582,4/16/2021 21:00,56063.17,62143.525,62301.51206,61854.96,0,reg,FALSE,BTCUSD,sell,1.155633548,0.903002493,0.70312958,0.573277843,81,,,81,,,,,,,,,,,,,,,,,,,,,,
583,4/16/2021 21:05,56020.595,62107.355,62484.475,61788.885,0,reg,FALSE,BTCUSD,hold,-0.218876647,-0.791717873,-0.976158932,-0.967270184,1,,1,,,,,,,,,,,,,,,,,,,,,,,
584,4/16/2021 21:10,55752.205,62006.32,62514.22,61924.63828,0,reg,FALSE,BTCUSD,buy,-1.386426239,-0.672508564,0.068664562,0.601818332,6,6,,,,,,,,,,,,,,,,,,,,,,,,
585,4/16/2021 21:15,55792.85,62170.225,62342.545,61824.66564,0,reg,FALSE,BTCUSD,sell,0.209807529,0.919430652,0.916956989,0.488616439,81,,,81,,,,,,,,,,,,,,,,,,,,,,
586,4/16/2021 21:20,55424.28,62043.31,62341.81,61823.27242,0,reg,FALSE,BTCUSD,buy,-1.915192401,-1.223999958,-1.23461603,-1.239306057,1,1,,,,,,,,,,,,,,,,,,,,,,,,
587,4/16/2021 21:25,55674.55,61917.79,62211.215,61607.565,0,reg,FALSE,BTCUSD,hold,1.29462672,1.848855815,1.769964927,1.730638633,81,,81,,,,,,,,,,,,,,,,,,,,,,,
588,4/16/2021 21:30,55814.74,61873.40658,62186.60716,61701.6425,0,reg,FALSE,BTCUSD,sell,0.723370206,-0.329043752,-1.254470149,-1.742074602,55,,,55,,,,,,,,,,,,,,,,,,,,,,
589,4/16/2021 21:35,55709.41,62028.10285,62257.00054,61709.55039,0,reg,FALSE,BTCUSD,buy,-0.54452273,-0.730306332,-0.231127246,0.589445513,3,3,,,,,,,,,,,,,,,,,,,,,,,,
590,4/16/2021 21:40,55846.865,61953.355,62129.02,61654.72,0,reg,FALSE,BTCUSD,sell,0.708849816,0.721942585,0.836495375,0.614950629,81,,,81,,,,,,,,,,,,,,,,,,,,,,
591,4/16/2021 21:45,55747.505,61957.775,62244.035,61722.90782,0,reg,FALSE,BTCUSD,buy,-0.513308713,-0.703963313,-0.821321798,-0.954902693,1,1,,,,,,,,,,,,,,,,,,,,,,,,
592,4/16/2021 21:50,55801.065,61835.695,62159.65004,61606.99,0,reg,FALSE,BTCUSD,sell,0.276433434,0.454891477,0.66750036,0.857561564,81,,,81,,,,,,,,,,,,,,,,,,,,,,
593,4/16/2021 21:55,55707,61916.74,62113.245,61666.72,0,reg,FALSE,BTCUSD,buy,-0.486307286,-0.439338654,-0.515076555,-0.681164302,1,1,,,,,,,,,,,,,,,,,,,,,,,,
594,4/16/2021 22:00,55795.46,61878.36,62075.435,61512.175,0,reg,FALSE,BTCUSD,sell,0.456604893,0.543117415,0.565894696,0.622639441,81,,,81,,,,,,,,,,,,,,,,,,,,,,
