,time,mark,ask,bid,vol
0,44325.957398723665,57175.655376,57242.48,57108.830752,0.0
1,44325.95745767633,57177.645,57247.09,57108.2,0.0
2,44325.957516695285,57185.975,57254.23,57117.72,0.0
3,44325.95757574806,57193.485,57260.79,57126.18,0.0
4,44325.95763478544,57176.690913,57248.761826,57104.62,0.0
5,44325.95769387762,57189.929781,57261.79,57118.069562,0.0
6,44325.95775294923,57192.708395,57261.96,57123.456791,0.0
7,44325.957811935776,57193.405,57263.61,57123.2,0.0
8,44325.9578710024,57196.591263,57267.26,57125.922527,0.0
9,44325.95793346324,57211.068816,57280.767632,57141.37,0.0
10,44325.957992493386,57214.160586,57284.251172,57144.07,0.0
11,44325.958051538626,57226.348752,57296.317504,57156.38,0.0
12,44325.95811060501,57223.391845,57297.429935,57149.353756,0.0
13,44325.95816950881,57217.837455,57288.89,57146.78491,0.0
14,44325.95822843234,57212.860586,57284.251172,57141.47,0.0
15,44325.958287647365,57230.405,57298.0,57162.81,0.0
16,44325.95834674925,57234.125,57298.83,57169.42,0.0
17,44325.958405775826,57224.455,57291.75,57157.16,0.0
18,44325.95846488228,57201.5,57274.21,57128.79,0.0
19,44325.95852402943,57200.804952,57271.43,57130.179904,0.0
20,44325.95858312544,57183.770992,57259.917074,57107.624911,0.0
21,44325.95864214046,57182.205,57252.14,57112.27,0.0
22,44325.95870136435,57164.365133,57243.038863,57085.691403,0.0
23,44325.95876059334,57189.885736,57262.991472,57116.78,0.0
24,44325.95881971322,57190.84,57257.48,57124.2,0.0
25,44325.9588786863,57182.835,57256.59,57109.08,0.0
26,44325.95893767963,57201.653546,57275.547092,57127.76,0.0
27,44325.95899680393,57191.490289,57265.970578,57117.01,0.0
28,44325.95905576976,57194.12,57265.61,57122.63,0.0
29,44325.95911469786,57176.325559,57253.7,57098.951119,0.0
30,44325.95917364076,57176.47818,57245.586361,57107.37,0.0
31,44325.95923258075,57144.218879,57221.797758,57066.64,0.0
32,44325.959291573585,57155.58,57224.69,57086.47,0.0
33,44325.959350584664,57157.79,57223.05,57092.53,0.0
34,44325.95940956544,57156.69,57224.85,57088.53,0.0
35,44325.95946845158,57153.267797,57224.86,57081.675594,0.0
36,44325.95952746082,57140.615,57211.06,57070.17,0.0
37,44325.9595864176,57127.093655,57198.607311,57055.58,0.0
38,44325.95964544484,57118.755402,57194.181135,57043.32967,0.0
39,44325.959704365996,57114.005,57184.47,57043.54,0.0
40,44325.959763425635,57126.925,57196.75,57057.1,0.0
41,44325.95982261247,57115.750931,57185.081863,57046.42,0.0
42,44325.95988158645,57083.45,57152.17,57014.73,0.0
43,44325.95994067574,57093.320581,57166.29,57020.351162,0.0
44,44325.95999973114,57079.480046,57153.58,57005.380093,0.0
45,44325.96005870439,57082.62456,57156.48,57008.76912,0.0
46,44325.96011768317,57082.823017,57155.916034,57009.73,0.0
47,44325.960176645945,57075.32947,57140.928941,57009.73,0.0
48,44325.960235758634,57087.085986,57156.021973,57018.15,0.0
49,44325.96029473327,57081.312654,57147.685308,57014.94,0.0
50,44325.96035362282,57074.215113,57144.650226,57003.78,0.0
51,44325.96041275848,57092.594511,57160.999022,57024.19,0.0
52,44325.960471790655,57084.061991,57151.693983,57016.43,0.0
53,44325.9605309393,57070.628051,57142.776103,56998.48,0.0
54,44325.96059051936,57070.811998,57139.973996,57001.65,0.0
55,44325.96064985389,57067.592712,57139.695424,56995.49,0.0
56,44325.960709343024,57036.363221,57109.957322,56962.76912,0.0
57,44325.96076872234,57059.494584,57135.59608,56983.393089,0.0
58,44325.96082803141,57057.87015,57131.9103,56983.83,0.0
59,44325.96088737523,57058.946763,57134.893527,56983.0,0.0
60,44325.96094633886,57062.321528,57138.753057,56985.89,0.0
61,44325.961005361576,57071.046967,57146.421158,56995.672776,0.0
62,44325.961064454,57066.344727,57141.663855,56991.025599,0.0
63,44325.96112356256,57060.332545,57129.91,56990.755091,0.0
64,44325.96118267574,57065.73,57136.3,56995.16,0.0
65,44325.96124193823,57081.395,57150.97,57011.82,0.0
66,44325.96130157772,57074.25,57136.89,57011.61,0.0
67,44325.961360887864,57072.41,57131.62,57013.2,0.0
68,44325.96142016899,57072.115,57134.97,57009.26,0.0
69,44325.96147961106,57070.655,57135.03,57006.28,0.0
70,44325.96153879376,57069.365,57138.92,56999.81,0.0
71,44325.96159909721,57074.510112,57148.68,57000.340224,0.0
72,44325.96165810112,57080.958144,57154.63,57007.286288,0.0
73,44325.961717204154,57097.376983,57169.82,57024.933966,0.0
74,44325.96177620808,57099.683637,57174.854552,57024.512723,0.0
75,44325.961835274116,57088.044462,57157.748924,57018.34,0.0
76,44325.9618943945,57088.679307,57157.748615,57019.61,0.0
77,44325.96195347659,57064.838001,57138.83,56990.846003,0.0
78,44325.96201256101,57064.08,57137.07,56991.09,0.0
79,44325.96207171091,57067.175,57127.69,57006.66,0.0
80,44325.96213081749,57070.91,57135.18,57006.64,0.0
81,44325.962189752514,57071.84,57137.83,57005.85,0.0
82,44325.96225194167,57073.410079,57144.630159,57002.19,0.0
83,44325.96231105973,57096.704226,57169.54,57023.868453,0.0
84,44325.96237003478,57091.306426,57166.05,57016.562852,0.0
85,44325.96242903234,57094.463368,57162.426737,57026.5,0.0
86,44325.9624882325,57073.95,57146.74,57001.16,0.0
87,44325.96254724207,57072.372667,57143.575334,57001.17,0.0
88,44325.96260616491,57052.682394,57127.76892,56977.595869,0.0
89,44325.96266521452,57076.057528,57149.58,57002.535056,0.0
90,44325.96272429689,57077.83152,57151.19,57004.47304,0.0
91,44325.962783316056,57106.95812,57169.91,57044.00624,0.0
92,44325.96284266507,57118.53,57189.39,57047.67,0.0
93,44325.96290168525,57115.50316,57187.96632,57043.04,0.0
94,44325.96296075967,57115.216074,57188.212148,57042.22,0.0
95,44325.96301980477,57123.215,57195.05,57051.38,0.0
96,44325.96307892062,57116.435,57190.61,57042.26,0.0
97,44325.963137936655,57113.486777,57185.473555,57041.5,0.0
98,44325.963197207595,57105.775,57179.12,57032.43,0.0
99,44325.9632561653,57099.35,57170.95,57027.75,0.0
100,44325.963315280795,57093.213742,57167.99,57018.437485,0.0
101,44325.96337444451,57101.186313,57173.402626,57028.97,0.0
102,44325.963433631136,57126.119851,57197.61,57054.629702,0.0
