,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
100,2021-04-20T22:51:15Z,0.328613,0.328752,0.331610,0.326441,0,reg,False,DOGEUSD
101,2021-04-20T22:51:30Z,0.328752,0.331121,0.332753,0.327444,0,reg,False,DOGEUSD
102,2021-04-20T22:51:45Z,0.331121,0.333050,0.333553,0.328264,0,reg,False,DOGEUSD
103,2021-04-20T22:52:00Z,0.331974,0.334508,0.334712,0.329812,0,reg,False,DOGEUSD
104,2021-04-20T22:52:15Z,0.334790,0.333515,0.335550,0.329962,0,reg,False,DOGEUSD
105,2021-04-20T22:52:30Z,0.333515,0.334243,0.335612,0.331404,0,reg,False,DOGEUSD
106,2021-04-20T22:52:45Z,0.334243,0.334339,0.335815,0.331322,0,reg,False,DOGEUSD
107,2021-04-20T22:53:00Z,0.334339,0.334422,0.336336,0.331627,0,reg,False,DOGEUSD
108,2021-04-20T22:53:15Z,0.334411,0.332784,0.336287,0.329700,0,reg,False,DOGEUSD
109,2021-04-20T22:53:30Z,0.332779,0.330999,0.334535,0.328266,0,reg,False,DOGEUSD
110,2021-04-20T22:53:45Z,0.329730,0.330158,0.333544,0.326651,0,reg,False,DOGEUSD
111,2021-04-20T22:54:00Z,0.329929,0.332137,0.333570,0.326702,0,reg,False,DOGEUSD
112,2021-04-20T22:54:15Z,0.332137,0.332160,0.334013,0.330283,0,reg,False,DOGEUSD
113,2021-04-20T22:54:30Z,0.330943,0.332103,0.334290,0.329116,0,reg,False,DOGEUSD
114,2021-04-20T22:54:45Z,0.332025,0.332621,0.334258,0.329154,0,reg,False,DOGEUSD
115,2021-04-20T22:55:00Z,0.332621,0.333889,0.335434,0.329749,0,reg,False,DOGEUSD
116,2021-04-20T22:55:15Z,0.333889,0.335357,0.338030,0.330825,0,reg,False,DOGEUSD
117,2021-04-20T22:55:30Z,0.335357,0.338386,0.339952,0.334256,0,reg,False,DOGEUSD
118,2021-04-20T22:55:45Z,0.338386,0.337271,0.340324,0.333899,0,reg,False,DOGEUSD
119,2021-04-20T22:56:00Z,0.337271,0.336901,0.339048,0.333825,0,reg,False,DOGEUSD
120,2021-04-20T22:56:15Z,0.336901,0.338946,0.340624,0.334023,0,reg,False,DOGEUSD
121,2021-04-20T22:56:30Z,0.338946,0.339435,0.340629,0.335792,0,reg,False,DOGEUSD
122,2021-04-20T22:56:45Z,0.339435,0.338136,0.340481,0.334850,0,reg,False,DOGEUSD
123,2021-04-20T22:57:00Z,0.338281,0.336960,0.340319,0.333922,0,reg,False,DOGEUSD
124,2021-04-20T22:57:15Z,0.335647,0.337569,0.339285,0.333802,0,reg,False,DOGEUSD
125,2021-04-20T22:57:30Z,0.338967,0.337942,0.339999,0.334993,0,reg,False,DOGEUSD
126,2021-04-20T22:57:45Z,0.337835,0.337121,0.339461,0.334592,0,reg,False,DOGEUSD
127,2021-04-20T22:58:00Z,0.337121,0.335508,0.339325,0.333890,0,reg,False,DOGEUSD
128,2021-04-20T22:58:15Z,0.335508,0.334399,0.336892,0.331202,0,reg,False,DOGEUSD
129,2021-04-20T22:58:30Z,0.334778,0.334759,0.336781,0.331756,0,reg,False,DOGEUSD
130,2021-04-20T22:58:45Z,0.334759,0.335715,0.338655,0.332395,0,reg,False,DOGEUSD
131,2021-04-20T22:59:00Z,0.334184,0.335324,0.338318,0.333171,0,reg,False,DOGEUSD
132,2021-04-20T22:59:15Z,0.335324,0.337124,0.338860,0.334284,0,reg,False,DOGEUSD
133,2021-04-20T22:59:30Z,0.337124,0.335103,0.338274,0.333412,0,reg,False,DOGEUSD
134,2021-04-20T22:59:45Z,0.335103,0.333312,0.337357,0.331345,0,reg,False,DOGEUSD
135,2021-04-20T23:00:00Z,0.333312,0.336915,0.338761,0.331658,0,reg,False,DOGEUSD
136,2021-04-20T23:00:15Z,0.335748,0.338331,0.341037,0.334127,0,reg,False,DOGEUSD
137,2021-04-20T23:00:30Z,0.339810,0.340728,0.341360,0.336651,0,reg,False,DOGEUSD
138,2021-04-20T23:00:45Z,0.338979,0.338733,0.340957,0.335675,0,reg,False,DOGEUSD
139,2021-04-20T23:01:00Z,0.338733,0.338056,0.340462,0.333924,0,reg,False,DOGEUSD
140,2021-04-20T23:01:15Z,0.338056,0.338070,0.339761,0.334070,0,reg,False,DOGEUSD
141,2021-04-20T23:01:30Z,0.338070,0.339472,0.340055,0.335119,0,reg,False,DOGEUSD
142,2021-04-20T23:01:45Z,0.339472,0.338637,0.340398,0.335466,0,reg,False,DOGEUSD
143,2021-04-20T23:02:00Z,0.337170,0.337197,0.340361,0.333751,0,reg,False,DOGEUSD
144,2021-04-20T23:02:15Z,0.337197,0.338767,0.340254,0.334878,0,reg,False,DOGEUSD
145,2021-04-20T23:02:30Z,0.338767,0.336878,0.340312,0.335427,0,reg,False,DOGEUSD
146,2021-04-20T23:02:45Z,0.338161,0.337588,0.339354,0.334097,0,reg,False,DOGEUSD
147,2021-04-20T23:03:00Z,0.337588,0.338238,0.340080,0.333912,0,reg,False,DOGEUSD
148,2021-04-20T23:03:15Z,0.338238,0.338159,0.340236,0.335062,0,reg,False,DOGEUSD
149,2021-04-20T23:03:30Z,0.339608,0.339157,0.340583,0.335649,0,reg,False,DOGEUSD
150,2021-04-20T23:03:45Z,0.339600,0.339204,0.340370,0.336257,0,reg,False,DOGEUSD
151,2021-04-20T23:04:00Z,0.339204,0.338005,0.340286,0.336360,0,reg,False,DOGEUSD
152,2021-04-20T23:04:15Z,0.338005,0.339082,0.340682,0.335032,0,reg,False,DOGEUSD
153,2021-04-20T23:04:30Z,0.339082,0.338325,0.341298,0.335822,0,reg,False,DOGEUSD
154,2021-04-20T23:04:45Z,0.338594,0.338725,0.341911,0.337004,0,reg,False,DOGEUSD
155,2021-04-20T23:05:00Z,0.340054,0.340234,0.343277,0.337356,0,reg,False,DOGEUSD
156,2021-04-20T23:05:15Z,0.341512,0.341381,0.344068,0.338342,0,reg,False,DOGEUSD
157,2021-04-20T23:05:30Z,0.342676,0.341020,0.344542,0.338690,0,reg,False,DOGEUSD
158,2021-04-20T23:05:45Z,0.342302,0.342349,0.344133,0.338875,0,reg,False,DOGEUSD
159,2021-04-20T23:06:00Z,0.342622,0.343700,0.344627,0.339059,0,reg,False,DOGEUSD
160,2021-04-20T23:06:15Z,0.343700,0.343027,0.344873,0.339761,0,reg,False,DOGEUSD
161,2021-04-20T23:06:30Z,0.343027,0.343506,0.345217,0.340010,0,reg,False,DOGEUSD
162,2021-04-20T23:06:45Z,0.343506,0.342928,0.345999,0.340718,0,reg,False,DOGEUSD
163,2021-04-20T23:07:00Z,0.342928,0.345067,0.346794,0.341733,0,reg,False,DOGEUSD
164,2021-04-20T23:07:15Z,0.345067,0.345907,0.347107,0.341556,0,reg,False,DOGEUSD
165,2021-04-20T23:07:30Z,0.345907,0.344291,0.346735,0.340902,0,reg,False,DOGEUSD
166,2021-04-20T23:07:45Z,0.344291,0.344043,0.346322,0.341760,0,reg,False,DOGEUSD
167,2021-04-20T23:08:00Z,0.343592,0.344233,0.346630,0.340659,0,reg,False,DOGEUSD
168,2021-04-20T23:08:15Z,0.344233,0.343790,0.346806,0.340717,0,reg,False,DOGEUSD
169,2021-04-20T23:08:30Z,0.343790,0.344582,0.345471,0.340519,0,reg,False,DOGEUSD
170,2021-04-20T23:08:45Z,0.344582,0.341251,0.345107,0.338064,0,reg,False,DOGEUSD
171,2021-04-20T23:09:00Z,0.339687,0.343122,0.344652,0.338058,0,reg,False,DOGEUSD
172,2021-04-20T23:09:15Z,0.341768,0.341242,0.343752,0.338265,0,reg,False,DOGEUSD
173,2021-04-20T23:09:30Z,0.339960,0.340765,0.343123,0.337386,0,reg,False,DOGEUSD
174,2021-04-20T23:09:45Z,0.340765,0.340834,0.342898,0.337266,0,reg,False,DOGEUSD
175,2021-04-20T23:10:00Z,0.342127,0.342358,0.344052,0.338547,0,reg,False,DOGEUSD
176,2021-04-20T23:10:15Z,0.342358,0.343044,0.343991,0.339811,0,reg,False,DOGEUSD
177,2021-04-20T23:10:30Z,0.343314,0.341778,0.343379,0.339057,0,reg,False,DOGEUSD
178,2021-04-20T23:10:45Z,0.341778,0.342537,0.343095,0.337643,0,reg,False,DOGEUSD
179,2021-04-20T23:11:00Z,0.342537,0.341426,0.342927,0.337920,0,reg,False,DOGEUSD
180,2021-04-20T23:11:15Z,0.341426,0.341802,0.343794,0.338944,0,reg,False,DOGEUSD
181,2021-04-20T23:11:30Z,0.340306,0.341258,0.343697,0.339755,0,reg,False,DOGEUSD
182,2021-04-20T23:11:45Z,0.341229,0.341567,0.342998,0.338295,0,reg,False,DOGEUSD
183,2021-04-20T23:12:00Z,0.341567,0.342526,0.345280,0.339144,0,reg,False,DOGEUSD
184,2021-04-20T23:12:15Z,0.342203,0.345076,0.346707,0.340747,0,reg,False,DOGEUSD
185,2021-04-20T23:12:30Z,0.345076,0.345058,0.347211,0.341585,0,reg,False,DOGEUSD
186,2021-04-20T23:12:45Z,0.345058,0.344185,0.347640,0.341448,0,reg,False,DOGEUSD
187,2021-04-20T23:13:00Z,0.344182,0.345522,0.346627,0.341446,0,reg,False,DOGEUSD
188,2021-04-20T23:13:15Z,0.344226,0.344160,0.345852,0.339763,0,reg,False,DOGEUSD
189,2021-04-20T23:13:30Z,0.344160,0.343708,0.345425,0.339981,0,reg,False,DOGEUSD
190,2021-04-20T23:13:45Z,0.343708,0.343513,0.346005,0.340419,0,reg,False,DOGEUSD
191,2021-04-20T23:14:00Z,0.343410,0.343264,0.345405,0.340568,0,reg,False,DOGEUSD
192,2021-04-20T23:14:15Z,0.343264,0.343840,0.345541,0.340619,0,reg,False,DOGEUSD
193,2021-04-20T23:14:30Z,0.343915,0.345016,0.346559,0.341012,0,reg,False,DOGEUSD
194,2021-04-20T23:14:45Z,0.345016,0.343317,0.346136,0.339993,0,reg,False,DOGEUSD
195,2021-04-20T23:15:00Z,0.343317,0.344015,0.346591,0.340747,0,reg,False,DOGEUSD
196,2021-04-20T23:15:15Z,0.344015,0.344665,0.346849,0.339921,0,reg,False,DOGEUSD
197,2021-04-20T23:15:30Z,0.344665,0.344153,0.346564,0.342300,0,reg,False,DOGEUSD
198,2021-04-20T23:15:45Z,0.344153,0.345009,0.346703,0.340832,0,reg,False,DOGEUSD
199,2021-04-20T23:16:00Z,0.345009,0.346036,0.348588,0.342343,0,reg,False,DOGEUSD
200,2021-04-20T23:16:15Z,0.346036,0.345337,0.349100,0.343825,0,reg,False,DOGEUSD
201,2021-04-20T23:16:30Z,0.346065,0.346021,0.348902,0.343974,0,reg,False,DOGEUSD
202,2021-04-20T23:16:45Z,0.346021,0.346917,0.349164,0.344216,0,reg,False,DOGEUSD
203,2021-04-20T23:17:00Z,0.348286,0.346871,0.349989,0.343965,0,reg,False,DOGEUSD
204,2021-04-20T23:17:15Z,0.346871,0.347798,0.350453,0.344895,0,reg,False,DOGEUSD
205,2021-04-20T23:17:30Z,0.349197,0.350161,0.350464,0.345665,0,reg,False,DOGEUSD
206,2021-04-20T23:17:45Z,0.350161,0.349012,0.350524,0.344278,0,reg,False,DOGEUSD
207,2021-04-20T23:18:00Z,0.349012,0.347699,0.350509,0.345135,0,reg,False,DOGEUSD
208,2021-04-20T23:18:15Z,0.347699,0.350170,0.350895,0.345838,0,reg,False,DOGEUSD
209,2021-04-20T23:18:30Z,0.348796,0.349562,0.350349,0.345801,0,reg,False,DOGEUSD
210,2021-04-20T23:18:45Z,0.349536,0.348981,0.350770,0.345618,0,reg,False,DOGEUSD
211,2021-04-20T23:19:00Z,0.350398,0.349402,0.351195,0.345656,0,reg,False,DOGEUSD
212,2021-04-20T23:19:15Z,0.347985,0.349972,0.351398,0.346390,0,reg,False,DOGEUSD
213,2021-04-20T23:19:30Z,0.348630,0.348726,0.351690,0.347164,0,reg,False,DOGEUSD
214,2021-04-20T23:19:45Z,0.348726,0.349987,0.351459,0.346727,0,reg,False,DOGEUSD
215,2021-04-20T23:20:00Z,0.349987,0.350830,0.351895,0.346138,0,reg,False,DOGEUSD
216,2021-04-20T23:20:15Z,0.351047,0.349943,0.352112,0.345652,0,reg,False,DOGEUSD
217,2021-04-20T23:20:30Z,0.350234,0.349908,0.351155,0.345481,0,reg,False,DOGEUSD
218,2021-04-20T23:20:45Z,0.349908,0.349329,0.351387,0.345842,0,reg,False,DOGEUSD
219,2021-04-20T23:21:00Z,0.349329,0.349446,0.351178,0.345361,0,reg,False,DOGEUSD
220,2021-04-20T23:21:15Z,0.349446,0.348472,0.350522,0.344008,0,reg,False,DOGEUSD
221,2021-04-20T23:21:30Z,0.348472,0.345252,0.349819,0.342126,0,reg,False,DOGEUSD
222,2021-04-20T23:21:45Z,0.345252,0.344120,0.347371,0.341694,0,reg,False,DOGEUSD
223,2021-04-20T23:22:00Z,0.346635,0.345952,0.348290,0.342384,0,reg,False,DOGEUSD
224,2021-04-20T23:22:15Z,0.347266,0.345208,0.347706,0.342413,0,reg,False,DOGEUSD
225,2021-04-20T23:22:30Z,0.345021,0.346112,0.347086,0.342147,0,reg,False,DOGEUSD
226,2021-04-20T23:22:45Z,0.344156,0.345249,0.346407,0.340813,0,reg,False,DOGEUSD
227,2021-04-20T23:23:00Z,0.345249,0.343608,0.347505,0.340885,0,reg,False,DOGEUSD
228,2021-04-20T23:23:15Z,0.343608,0.344014,0.347302,0.342391,0,reg,False,DOGEUSD
229,2021-04-20T23:23:30Z,0.345361,0.345112,0.346764,0.342218,0,reg,False,DOGEUSD
230,2021-04-20T23:23:45Z,0.345112,0.345150,0.347178,0.342385,0,reg,False,DOGEUSD
231,2021-04-20T23:24:00Z,0.343892,0.347056,0.348689,0.343150,0,reg,False,DOGEUSD
232,2021-04-20T23:24:15Z,0.347056,0.347972,0.349447,0.343310,0,reg,False,DOGEUSD
233,2021-04-20T23:24:30Z,0.347972,0.345955,0.348985,0.343362,0,reg,False,DOGEUSD
234,2021-04-20T23:24:45Z,0.345955,0.347755,0.350099,0.344391,0,reg,False,DOGEUSD
235,2021-04-20T23:25:00Z,0.347755,0.346012,0.349690,0.344126,0,reg,False,DOGEUSD
236,2021-04-20T23:25:15Z,0.346012,0.347467,0.350197,0.344128,0,reg,False,DOGEUSD
237,2021-04-20T23:25:30Z,0.347467,0.348436,0.350068,0.345584,0,reg,False,DOGEUSD
238,2021-04-20T23:25:45Z,0.348364,0.349087,0.349967,0.346044,0,reg,False,DOGEUSD
239,2021-04-20T23:26:00Z,0.347501,0.348704,0.350197,0.344784,0,reg,False,DOGEUSD
